A;B;shapetime;ms;gar;interval;parson
deut4432;deut4440;-0,03227942;0,4714468163;0,5399206349;0,3333333333;0,4561403509
deut4432;deut4442;0,03629508;0,6213182471;0,54484375;0,3265306122;0,5102040816
deut4432;deut4472;-0,08748663;0,4793462644;0,5184375;0,3846153846;0,5897435897
deut4432;deut4477;0,18319398;0,5784841954;0,5779166667;0,3404255319;0,5531914894
deut4432;deut4490;-0,04026688;0,5858477011;0,5442708333;0,3148148148;0,4814814815
deut4432;deut4492;-0,04026688;0,5544181034;0,5303125;0,275862069;0,4655172414
deut4432;deut4496;-0,04026688;0,5328364464;0,5015625;0,3035714286;0,4642857143
deut4432;deut4500;-0,04026688;0,6448904454;0,5434375;0,3170731707;0,5609756098
deut4433;deut4433;6,5514;1;1;1;1
deut4433;deut4435;-0,05344323;0,3193845785;0,4536805556;0,2923076923;0,5384615385
deut4433;deut4465;0,05281752;0,4278872469;0,4326984127;0,3048780488;0,5487804878
deut4433;deut4487;-0,05465964;0,427891523;0,5675;0,3103448276;0,5517241379
deut4433;deut4488;-0,05107883;0,3113924808;0,4844791667;0,275862069;0,6551724138
deut4433;deut4489;0,04479219;0,4212015086;0,556640625;0,2586206897;0,5
deut4433;deut4493;-0,05107883;0,3136374521;0,5092708333;0,3275862069;0,6551724138
deut4433;deut4494;-0,04719711;0,304657567;0,510625;0,275862069;0,6379310345
deut4433;deut4498;-0,05107883;0,3054058908;0,50078125;0,2586206897;0,6379310345
deut4433;deut4499;-0,12574695;0,4222790948;0,600625;0,2931034483;0,5517241379
deut4434;deut4403;-0,04556623;0,3093869732;0,3511805556;0,2209302326;0,3023255814
deut4434;deut4422;-0,08408116;0,5903376437;0,4827777778;0,2906976744;0,4418604651
deut4434;deut4434;6,5514;1;1;1;1
deut4434;deut4448;-0,05338306;0,6049928161;0,4309375;0,2159090909;0,5795454545
deut4434;deut4449;-0,00432747;0,5798760776;0,4371354167;0,3166666667;0,4916666667
deut4434;deut4450;-0,05220884;0,6023257902;0,4701041667;0,3;0,5727272727
deut4434;deut4462;-0,07147432;0,559905811;0,455625;0,3255813953;0,5581395349
deut4434;deut4471;0,00438434;0,6028496169;0,3814583333;0,2555555556;0,5555555556
deut4434;deut4475;-0,05220884;0,4749461207;0,4360546875;0,3260869565;0,5434782609
deut4434;deut4479;-0,045436;0,5385536398;0,3519212963;0,2115384615;0,5769230769
deut4435;deut4433;-0,05344323;0,3193845785;0,4536805556;0,2923076923;0,5384615385
deut4435;deut4435;6,5514;1;1;1;1
deut4435;deut4440;-0,00020649;0,5618728334;0,4962962963;0,3846153846;0,5538461538
deut4435;deut4479;-0,02106191;0,553855364;0,27675;0,3173076923;0,5
deut4435;deut4486;-0,06244405;0,4995210728;0,3818055556;0,2923076923;0,4923076923
deut4435;deut4489;-0,08364679;0,5599856322;0,4796527778;0,2307692308;0,4307692308
deut4435;deut4490;-0,04835208;0,6261374521;0,44625;0,2615384615;0,5230769231
deut4435;deut4492;-0,04483557;0,5984494732;0,3913541667;0,2307692308;0,5230769231
deut4435;deut4496;-0,04652748;0,5856980364;0,3813541667;0,2461538462;0,5230769231
deut4435;deut4500;-0,07252813;0,5431932471;0,4214583333;0,3076923077;0,4923076923
deut4436;deut4407;-0,03548834;0,325962019;0,470326087;0,2417582418;0,3406593407
deut4436;deut4436;6,5514;1;1;1;1
deut4436;deut4458;-0,03548834;0,5006585249;0,3936458333;0,2537313433;0,4029850746
deut4436;deut4459;-0,03548834;0,2534961686;0,4402916667;0,2666666667;0,44
deut4436;deut4460;-0,06184324;0,3836206897;0,4847222222;0,2386363636;0,375
deut4436;deut4461;-0,07098765;0,2837212644;0,39075;0,1715976331;0,1952662722
deut4436;deut4474;0,06352242;0,5767309797;0,5102380952;0,2424242424;0,5151515152
deut4436;deut4487;-0,13690648;0,6426454741;0,49765625;0,2702702703;0,5945945946
deut4436;deut4488;-0,13690648;0,5566630747;0,4973958333;0,3448275862;0,4827586207
deut4436;deut4493;-0,13690648;0,5604046935;0,5388541667;0,2592592593;0,462962963
deut4437;deut4398;0,16341157;0,4065517241;0,6079333333;0,4117647059;0,6176470588
deut4437;deut4401;0,57864927;0,5728268678;0,52640625;0,3703703704;0,4259259259
deut4437;deut4429;0,129408;0,4909255898;0,1551315789;0,2777777778;0,462962963
deut4437;deut4430;-0,04384186;0,3435704023;0,34875;0,2777777778;0,462962963
deut4437;deut4437;6,5514;1;1;1;1
deut4437;deut4439;0,13604062;0,1329836261;0,3193160377;0,3571428571;0,5119047619
deut4437;deut4449;0,09688907;0,3086386494;0,3813020833;0,3;0,4416666667
deut4437;deut4452;2,32383501;0,6380208333;0,693125;0,4814814815;0,6111111111
deut4437;deut4472;0,09483913;0,452496408;0,36796875;0,3148148148;0,5555555556
deut4437;deut4491;-0,07710213;0,6259877874;0,35734375;0,2592592593;0,5185185185
deut4438;deut4414;0,24713014;0,4745095125;0,4672844828;0,3833333333;0,6
deut4438;deut4419;0,19217048;0,3005722354;0,3959051724;0,3492063492;0,5714285714
deut4438;deut4420;0,19217048;0,2952833928;0,4126724138;0,34375;0,5625
deut4438;deut4424;0,54262026;0,1317380103;0,2668965517;0,3269230769;0,4038461538
deut4438;deut4438;6,5514;1;1;1;1
deut4438;deut4449;0,22288875;0,6204295482;0,3447844828;0,2666666667;0,4166666667
deut4438;deut4450;0,22335725;0,6380796671;0,4232327586;0,3272727273;0,4636363636
deut4438;deut4455;0,13351433;0,6676947087;0,7293534483;0,3846153846;0,5192307692
deut4438;deut4456;0,23531034;0,1323573127;0,3028448276;0,3461538462;0,5
deut4438;deut4495;0,41732493;0,3625891795;0,441637931;0,3846153846;0,6153846154
deut4439;deut4401;0,27288076;0,1060914118;0,2286084906;0,2380952381;0,2976190476
deut4439;deut4416;0,47940861;0,2003225981;0,3714150943;0,3571428571;0,5714285714
deut4439;deut4437;0,13604062;0,1329836261;0,3193160377;0,3571428571;0,5119047619
deut4439;deut4439;6,5514;1;1;1;1
deut4439;deut4443;0,32137372;0,125921709;0,3203537736;0,2976190476;0,4642857143
deut4439;deut4452;0,10151346;0,0972809586;0,2724764151;0,2738095238;0,4285714286
deut4439;deut4473;0,131265;0,2076081653;0,4087028302;0,380952381;0,5238095238
deut4439;deut4477;0,09982337;0,2060832791;0,3837264151;0,3928571429;0,4880952381
deut4439;deut4479;-0,02392414;0,2310304164;0,457240566;0,3076923077;0,5288461538
deut4439;deut4482;0,32323146;0,1303269356;0,3062735849;0,4166666667;0,5
deut4440;deut4414;0,15590741;0,740831965;0,5787301587;0,3666666667;0,6333333333
deut4440;deut4419;0,04897101;0,5095329319;0,5127777778;0,3174603175;0,5555555556
deut4440;deut4420;0,04897101;0,5015508119;0,5181746032;0,3125;0,546875
deut4440;deut4425;-0,02272727;0,452631819;0,4173015873;0,350877193;0,5087719298
deut4440;deut4431;0,33424879;0,5474822113;0,5129365079;0,4385964912;0,5438596491
deut4440;deut4440;6,5514;1;1;1;1
deut4440;deut4452;-0,02314815;0,3421820836;0,4622222222;0,2631578947;0,5087719298
deut4440;deut4454;-0,03018246;0,2986453202;0,4064285714;0,3157894737;0,4385964912
deut4440;deut4463;-0,01492867;0,2463738369;0,3726984127;0,3684210526;0,5789473684
deut4440;deut4476;-0,01550388;0,5408456486;0,4535714286;0,4385964912;0,5964912281
deut4441;deut4415;-0,03453741;0,3789511494;0,324609375;0,3023255814;0,6511627907
deut4441;deut4441;6,5514;1;1;1;1
deut4441;deut4455;0,04714011;0,3013649425;0,5001630435;0,35;0,55
deut4441;deut4456;0,47393522;0,4281609195;0,2771875;0,375;0,55
deut4441;deut4460;-0,0514043;0,3925606641;0,4328472222;0,2954545455;0,4090909091
deut4441;deut4461;-0,06981982;0,28875;0,34785;0,2071005917;0,2366863905
deut4441;deut4465;0,17250805;0,4379489943;0,1234375;0,2682926829;0,4512195122
deut4441;deut4469;-0,05309973;0,4782686782;0,2825;0,3623188406;0,4927536232
deut4441;deut4471;-0,05084747;0,4602969349;0,3529166667;0,2777777778;0,4333333333
deut4441;deut4480;0,04532;0,1022833178;0,3917060811;0,2857142857;0,387755102
deut4442;deut4406;-0,09178231;0,3614139621;0,4749264706;0,2857142857;0,4897959184
deut4442;deut4423;-0,02491015;0,267341954;0,46775;0,2619047619;0,4523809524
deut4442;deut4427;0,19016261;0,4441570881;0,4168333333;0,3513513514;0,5675675676
deut4442;deut4428;0,05843559;0,572605364;0,4433333333;0,2653061224;0,4693877551
deut4442;deut4442;6,5514;1;1;1;1
deut4442;deut4443;2,50211773;0,7625957854;0,7605;0,7346938776;0,8979591837
deut4442;deut4453;0,03922056;0,5493295019;0,3216666667;0,2653061224;0,4285714286
deut4442;deut4474;0,09344299;0,5517925561;0,4105952381;0,3265306122;0,5714285714
deut4442;deut4485;0,07832158;0,5581896552;0,5645833333;0,2653061224;0,5306122449
deut4442;deut4503;0,31294045;0,5988685345;0,461875;0,2653061224;0,3469387755
deut4443;deut4406;0,16217074;0,3767325896;0,4503676471;0,2978723404;0,5106382979
deut4443;deut4421;1,11306485;0,5687410201;0,33296875;0,3617021277;0,5319148936
deut4443;deut4428;0,27202789;0,5965517241;0,387;0,2978723404;0,4680851064
deut4443;deut4442;2,50211773;0,7625957854;0,7605;0,7346938776;0,8979591837
deut4443;deut4443;6,5514;1;1;1;1
deut4443;deut4465;0,17866522;0,4591315453;0,3534920635;0,3292682927;0,5365853659
deut4443;deut4474;0,11115622;0,574028462;0,4183333333;0,3191489362;0,5957446809
deut4443;deut4477;0,27884374;0,5383141762;0,6448958333;0,4255319149;0,6170212766
deut4443;deut4482;0,40905105;0,6798850575;0,5675;0,3617021277;0,5744680851
deut4443;deut4503;0,53387844;0,5739942529;0,56046875;0,2978723404;0,3617021277
deut4444;deut4424;0,16897871;0,1666666667;0,25890625;0,2307692308;0,2948717949
deut4444;deut4438;0,01229392;0,685456302;0,4681465517;0,3205128205;0,5256410256
deut4444;deut4444;6,5514;1;1;1;1
deut4444;deut4447;0,2671686;0,6026849856;0,6134375;0,2948717949;0,6025641026
deut4444;deut4448;0,05420939;0,6507423372;0,3028645833;0,25;0,5795454545
deut4444;deut4454;0,29467567;0,2045917146;0,30953125;0,2692307692;0,3461538462
deut4444;deut4455;-0,04195563;0,6201957615;0,5028125;0,2692307692;0,358974359
deut4444;deut4456;0,20037592;0,1546934866;0,21046875;0,3076923077;0,3717948718
deut4444;deut4470;-0,01381357;0,1330669301;0,3155729167;0,3333333333;0,5256410256
deut4444;deut4485;0,10784188;0,3450670498;0,3827083333;0,2692307692;0,4487179487
deut4445;deut4417;0,05301304;0,0804493587;0,2965942029;0,3636363636;0,4924242424
deut4445;deut4418;0,2499848;0,2789750958;0,3862037037;0,3947368421;0,5263157895
deut4445;deut4424;0,12597971;0,4233117816;0,2414583333;0,2105263158;0,3289473684
deut4445;deut4431;-0,01149425;0,4023387612;0,3436111111;0,3026315789;0,3947368421
deut4445;deut4445;6,5514;1;1;1;1
deut4445;deut4452;-0,00462963;0,4328304598;0,1797916667;0,1973684211;0,4078947368
deut4445;deut4454;-0,01190476;0,4016403257;0,23;0,2763157895;0,4078947368
deut4445;deut4463;0,08192925;0,5360991379;0,3970833333;0,4078947368;0,5921052632
deut4445;deut4476;0,05722831;0,436637931;0,37525;0,3289473684;0,4736842105
deut4445;deut4483;0,0552258;0,134239304;0,4028472222;0,2763157895;0,4736842105
deut4446;deut4410;0,06446458;0,3770984574;0,5561184211;0,3214285714;0,5357142857
deut4446;deut4412;-0,07757458;0,5650143678;0,4377777778;0,3125;0,6041666667
deut4446;deut4425;-0,04700855;0,5823006466;0,30515625;0,2978723404;0,5744680851
deut4446;deut4426;-0,04338699;0,5786637931;0,33953125;0,3541666667;0,5833333333
deut4446;deut4430;-0,0905644;0,3369252874;0,4771875;0,4523809524;0,619047619
deut4446;deut4446;6,5514;1;1;1;1
deut4446;deut4451;-0,00383419;0,5627693966;0,6053125;0,3255813953;0,6511627907
deut4446;deut4466;0,10654573;0,1097236308;0,4081801471;0,29;0,4
deut4446;deut4486;-0,02475908;0,6040768678;0,443125;0,380952381;0,5952380952
deut4446;deut4491;-0,04726242;0,6324533046;0,42515625;0,3333333333;0,5952380952
deut4447;deut4424;0,10004242;0,2477550287;0,449453125;0,2741935484;0,3548387097
deut4447;deut4438;0,03020204;0,492580757;0,5018965517;0,2741935484;0,5161290323
deut4447;deut4444;0,2671686;0,6026849856;0,6134375;0,2948717949;0,6025641026
deut4447;deut4447;6,5514;1;1;1;1
deut4447;deut4448;0,07028824;0,6468929598;0,4296875;0,375;0,5909090909
deut4447;deut4455;-0,04195563;0,5707146427;0,4792391304;0,2903225806;0,435483871
deut4447;deut4456;0,12952308;0,228672773;0,355;0,3225806452;0,4193548387
deut4447;deut4465;0,03166777;0,3996722342;0,564453125;0,3170731707;0,5853658537
deut4447;deut4470;-0,01381357;0,1951104526;0,464609375;0,3548387097;0,5806451613
deut4447;deut4485;0,10784188;0,5086206897;0,54640625;0,3064516129;0,5
deut4448;deut4424;-0,0411531;0,1941630747;0,2384375;0,25;0,2840909091
deut4448;deut4438;-0,01891264;0,5410473642;0,5007758621;0,2954545455;0,5
deut4448;deut4444;0,05420939;0,6507423372;0,3028645833;0,25;0,5795454545
deut4448;deut4447;0,07028824;0,6468929598;0,4296875;0,375;0,5909090909
deut4448;deut4448;6,5514;1;1;1;1
deut4448;deut4455;0,19421234;0,5377155172;0,4372826087;0,2386363636;0,3409090909
deut4448;deut4456;0,12448482;0,1919181034;0,3414375;0,2840909091;0,3295454545
deut4448;deut4470;-0,02525426;0,1542744253;0,34715625;0,2954545455;0,5113636364
deut4448;deut4474;0,06201783;0,4733656609;0,3520625;0,2727272727;0,3636363636
deut4448;deut4485;0,09483913;0,4046515805;0,42475;0,2613636364;0,4318181818
deut4449;deut4414;0,25773542;0,545677682;0,4650520833;0,3416666667;0,475
deut4449;deut4419;0,11872222;0,3710189176;0,465625;0,25;0,4333333333
deut4449;deut4420;0,11677595;0,3657806513;0,46359375;0,25;0,45
deut4449;deut4424;0,34938498;0,1651700192;0,2382291667;0,2;0,2083333333
deut4449;deut4438;0,22288875;0,6204295482;0,3447844828;0,2666666667;0,4166666667
deut4449;deut4449;6,5514;1;1;1;1
deut4449;deut4455;0,14057649;0,5077975335;0,2860416667;0,1833333333;0,25
deut4449;deut4456;0,2480699;0,1554418103;0,1890625;0,2083333333;0,2416666667
deut4449;deut4467;0,17501997;0,4416606801;0,48296875;0,3083333333;0,425
deut4449;deut4495;0,18416091;0,4291487069;0,4018229167;0,2;0,325
deut4450;deut4414;0,06621428;0,5557800527;0,48015625;0,3363636364;0,4909090909
deut4450;deut4419;0,05896851;0,378876317;0,4496354167;0,2909090909;0,5363636364
deut4450;deut4424;0,49599621;0,1666666667;0,283125;0,1909090909;0,2272727273
deut4450;deut4438;0,22335725;0,6380796671;0,4232327586;0,3272727273;0,4636363636
deut4450;deut4450;6,5514;1;1;1;1
deut4450;deut4455;0,15955901;0,5745480125;0,3840104167;0,2090909091;0,2727272727
deut4450;deut4456;0,26544938;0,1606800766;0,2741145833;0,1909090909;0,2636363636
deut4450;deut4465;0,21760553;0,2955729167;0,47796875;0,3727272727;0,5545454545
deut4450;deut4485;0,13584895;0,3540469349;0,4654166667;0,2636363636;0,3545454545
deut4450;deut4495;0,19451964;0,4231621169;0,4346875;0,2636363636;0,3636363636
deut4451;deut4410;-0,0019911;0,5625756201;0,6118421053;0,3571428571;0,5892857143
deut4451;deut4417;-0,03333333;0,1663647343;0,3654710145;0,2196969697;0,3257575758
deut4451;deut4425;-0,04166667;0,5687559866;0,534375;0,2765957447;0,5106382979
deut4451;deut4440;-0,02174245;0,6594599526;0,5674603175;0,3157894737;0,5438596491
deut4451;deut4445;-0,03333333;0,3938577586;0,4898958333;0,2631578947;0,4210526316
deut4451;deut4446;-0,00383419;0,5627693966;0,6053125;0,3255813953;0,6511627907
deut4451;deut4451;6,5514;1;1;1;1
deut4451;deut4463;-0,03333333;0,3248623084;0,4477083333;0,320754717;0,4905660377
deut4451;deut4476;-0,03333333;0,6836685824;0,6232291667;0,3913043478;0,5652173913
deut4451;deut4483;-0,03333333;0,3019037356;0,4818402778;0,3243243243;0,5
deut4452;deut4417;-0,00462963;0,0801890721;0,226557971;0,2121212121;0,2954545455
deut4452;deut4425;-0,01388889;0,5525323276;0,33984375;0,2765957447;0,5106382979
deut4452;deut4431;-0,01724138;0,5329661558;0,5620833333;0,358974359;0,6153846154
deut4452;deut4437;2,32383501;0,6380208333;0,693125;0,4814814815;0,6111111111
deut4452;deut4439;0,10151346;0,0972809586;0,2724764151;0,2738095238;0,4285714286
deut4452;deut4445;-0,00462963;0,4328304598;0,1797916667;0,1973684211;0,4078947368
deut4452;deut4452;6,5514;1;1;1;1
deut4452;deut4463;-0,00462963;0,408045977;0,2491666667;0,2641509434;0,5094339623
deut4452;deut4476;-0,00462963;0,4922413793;0,44975;0,2826086957;0,5434782609
deut4452;deut4483;-0,00462963;0,148208014;0,339375;0,3108108108;0,5
deut4453;deut4406;0,05796474;0,2608392495;0,3676470588;0,3421052632;0,5
deut4453;deut4407;-0,02214282;0,2095827086;0,35875;0,2197802198;0,3186813187
deut4453;deut4427;0,24405964;0,3466834291;0,3335416667;0,2837837838;0,3783783784
deut4453;deut4428;0,37632609;0,5166427203;0,3497916667;0,375;0,525
deut4453;deut4442;0,03922056;0,5493295019;0,3216666667;0,2653061224;0,4285714286
deut4453;deut4453;6,5514;1;1;1;1
deut4453;deut4458;0,32859365;0,3672772989;0,3575;0,2835820896;0,3880597015
deut4453;deut4459;0,11279116;0,1600814176;0,2592083333;0,2666666667;0,3866666667
deut4453;deut4461;0,06730327;0,1899425287;0,2856;0,1479289941;0,1715976331
deut4453;deut4473;0,28962751;0,388230364;0,3633333333;0,28;0,5
deut4454;deut4423;0,1168412;0,1806034483;0,236;0,2857142857;0,369047619
deut4454;deut4431;0,29653162;0,4956896552;0,3472222222;0,3125;0,5625
deut4454;deut4444;0,29467567;0,2045917146;0,30953125;0,2692307692;0,3461538462
deut4454;deut4445;-0,01190476;0,4016403257;0,23;0,2763157895;0,4078947368
deut4454;deut4454;6,5514;1;1;1;1
deut4454;deut4455;0,05792313;0,1939655172;0,3808152174;0,3225806452;0,5483870968
deut4454;deut4456;0,15562248;0,5614224138;0,1485;0,3548387097;0,5161290323
deut4454;deut4463;0,27792174;0,4412356322;0,220375;0,3396226415;0,4716981132
deut4454;deut4476;0,26032981;0,4211206897;0,33525;0,3260869565;0,4782608696
deut4454;deut4483;-0,01190476;0,1279134738;0,3012152778;0,2972972973;0,4054054054
deut4455;deut4414;0,13351433;0,568621939;0,52125;0,3333333333;0,4833333333
deut4455;deut4419;0,12990733;0,3379872564;0,4720108696;0,2857142857;0,4126984127
deut4455;deut4424;0,16218778;0,1590767116;0,3443478261;0,3666666667;0,5333333333
deut4455;deut4438;0,13351433;0,6676947087;0,7293534483;0,3846153846;0,5192307692
deut4455;deut4448;0,19421234;0,5377155172;0,4372826087;0,2386363636;0,3409090909
deut4455;deut4449;0,14057649;0,5077975335;0,2860416667;0,1833333333;0,25
deut4455;deut4450;0,15955901;0,5745480125;0,3840104167;0,2090909091;0,2727272727
deut4455;deut4455;6,5514;1;1;1;1
deut4455;deut4456;0,25556084;0,1551724138;0,4175;0,4;0,6
deut4455;deut4465;0,21492111;0,2440654673;0,4598369565;0,243902439;0,3536585366
deut4456;deut4419;0,15554122;0,3362428161;0,267125;0,3174603175;0,4285714286
deut4456;deut4420;0,15554122;0,3362428161;0,273625;0,3125;0,421875
deut4456;deut4424;0,60471515;0,5510057471;0,1021875;0,4482758621;0,6206896552
deut4456;deut4438;0,23531034;0,1323573127;0,3028448276;0,3461538462;0,5
deut4456;deut4449;0,2480699;0,1554418103;0,1890625;0,2083333333;0,2416666667
deut4456;deut4450;0,26544938;0,1606800766;0,2741145833;0,1909090909;0,2636363636
deut4456;deut4455;0,25556084;0,1551724138;0,4175;0,4;0,6
deut4456;deut4456;6,5514;1;1;1;1
deut4456;deut4465;0,97172291;0,3588305054;0,2014285714;0,2682926829;0,3536585366
deut4456;deut4475;0,1539124;0,1137751437;0,227890625;0,2173913043;0,3152173913
deut4457;deut4399;-0,04923788;0,4431273946;0,4074479167;0,2580645161;0,5806451613
deut4457;deut4400;0,0075415;0,6342492816;0,4584895833;0,2268041237;0,5463917526
deut4457;deut4403;0,03125239;0,2312919061;0,3335416667;0,2043010753;0,2795698925
deut4457;deut4415;0,05160581;0,1412835249;0,3203385417;0,2903225806;0,4193548387
deut4457;deut4417;-0,01910461;0,3267428786;0,4738405797;0,3939393939;0,5606060606
deut4457;deut4457;6,5514;1;1;1;1
deut4457;deut4462;-0,01401219;0,4652029454;0,555625;0,3440860215;0,5268817204
deut4457;deut4468;0,04713955;0,2573635057;0,3870138889;0,2365591398;0,4408602151
deut4457;deut4481;-0,02836387;0,4992816092;0,4592881944;0,2300884956;0,5309734513
deut4457;deut4484;-0,02214947;0,3343837078;0,5197537879;0,3267326733;0,5544554455
deut4458;deut4401;0,30846959;0,4311542146;0,4478125;0,2835820896;0,328358209
deut4458;deut4407;0,11644444;0,4729666417;0,4935326087;0,3406593407;0,5934065934
deut4458;deut4416;0,15106376;0,636404454;0,2119791667;0,2463768116;0,5652173913
deut4458;deut4421;0,08482661;0,4833273467;0,4363541667;0,2835820896;0,3731343284
deut4458;deut4436;-0,03548834;0,5006585249;0,3936458333;0,2537313433;0,4029850746
deut4458;deut4453;0,32859365;0,3672772989;0,3575;0,2835820896;0,3880597015
deut4458;deut4458;6,5514;1;1;1;1
deut4458;deut4459;0,05597063;0,3565972222;0,493625;0,28;0,5866666667
deut4458;deut4460;0,03841948;0,5241459132;0,3430555556;0,2840909091;0,5227272727
deut4458;deut4461;0,0314731;0,4113936782;0,3739;0,2544378698;0,3846153846
deut4459;deut4406;0,12956107;0,4960249042;0,555875;0,32;0,48
deut4459;deut4407;0,05922187;0,6127514368;0,5563333333;0,3296703297;0,5604395604
deut4459;deut4436;-0,03548834;0,2534961686;0,4402916667;0,2666666667;0,44
deut4459;deut4453;0,11279116;0,1600814176;0,2592083333;0,2666666667;0,3866666667
deut4459;deut4458;0,05597063;0,3565972222;0,493625;0,28;0,5866666667
deut4459;deut4459;6,5514;1;1;1;1
deut4459;deut4460;0,02553524;0,5239703065;0,4895416667;0,3181818182;0,5568181818
deut4459;deut4461;0,09227424;0,5187739464;0,4545833333;0,2721893491;0,4201183432
deut4459;deut4462;-0,03315221;0,3733596743;0,5181666667;0,2933333333;0,64
deut4459;deut4473;0,1126563;0,3757543103;0,4377083333;0,3066666667;0,5333333333
deut4460;deut4407;0,02308508;0,6171601699;0,5033152174;0,2857142857;0,5274725275
deut4460;deut4436;-0,06184324;0,3836206897;0,4847222222;0,2386363636;0,375
deut4460;deut4441;-0,0514043;0,3925606641;0,4328472222;0,2954545455;0,4090909091
deut4460;deut4458;0,03841948;0,5241459132;0,3430555556;0,2840909091;0,5227272727
deut4460;deut4459;0,02553524;0,5239703065;0,4895416667;0,3181818182;0,5568181818
deut4460;deut4460;6,5514;1;1;1;1
deut4460;deut4461;0,05713945;0,5093534483;0,40385;0,3431952663;0,4674556213
deut4460;deut4469;-0,00586126;0,303659802;0,3993055556;0,3295454545;0,5340909091
deut4460;deut4471;0,12907656;0,6171376117;0,3352083333;0,2777777778;0,5444444444
deut4460;deut4473;-0,04964539;0,550466954;0,4123611111;0,3295454545;0,4886363636
deut4461;deut4407;0,04053067;0,5935632184;0,4312;0,2721893491;0,4674556213
deut4461;deut4436;-0,07098765;0,2837212644;0,39075;0,1715976331;0,1952662722
deut4461;deut4453;0,06730327;0,1899425287;0,2856;0,1479289941;0,1715976331
deut4461;deut4458;0,0314731;0,4113936782;0,3739;0,2544378698;0,3846153846
deut4461;deut4459;0,09227424;0,5187739464;0,4545833333;0,2721893491;0,4201183432
deut4461;deut4460;0,05713945;0,5093534483;0,40385;0,3431952663;0,4674556213
deut4461;deut4461;6,5514;1;1;1;1
deut4461;deut4469;-0,05452841;0,2398275862;0,38545;0,2426035503;0,3668639053
deut4461;deut4471;0,03132829;0,4897557471;0,42225;0,2721893491;0,449704142
deut4461;deut4473;0,0158348;0,3912787356;0,4011;0,2130177515;0,2958579882
deut4462;deut4407;-0,03474734;0,4834770115;0,5303804348;0,2637362637;0,5494505495
deut4462;deut4417;-0,04181178;0,1653235882;0,3927355072;0,2424242424;0,4090909091
deut4462;deut4423;-0,0414207;0,4304310345;0,4344;0,2976190476;0,5
deut4462;deut4427;-0,03559845;0,3632064176;0,4284375;0,3108108108;0,5810810811
deut4462;deut4445;-0,03735027;0,389996408;0,4603125;0,2894736842;0,4868421053
deut4462;deut4457;-0,01401219;0,4652029454;0,555625;0,3440860215;0,5268817204
deut4462;deut4459;-0,03315221;0,3733596743;0,5181666667;0,2933333333;0,64
deut4462;deut4462;6,5514;1;1;1;1
deut4462;deut4483;-0,04181178;0,2941710568;0,4921180556;0,3243243243;0,5675675676
deut4462;deut4484;-0,01004197;0,1731104145;0,4309848485;0,2772277228;0,4455445545
deut4463;deut4417;0,20348333;0,0610528069;0,2376086957;0,2878787879;0,3939393939
deut4463;deut4423;0,34581434;0,1591666667;0,25955;0,380952381;0,5238095238
deut4463;deut4424;0,34480303;0,4115581098;0,1206944444;0,320754717;0,4339622642
deut4463;deut4431;0,15621777;0,3762771392;0,3681944444;0,4339622642;0,5094339623
deut4463;deut4445;0,08192925;0,5360991379;0,3970833333;0,4078947368;0,5921052632
deut4463;deut4454;0,27792174;0,4412356322;0,220375;0,3396226415;0,4716981132
deut4463;deut4463;6,5514;1;1;1;1
deut4463;deut4465;0,28461838;0,426746944;0,210952381;0,3414634146;0,512195122
deut4463;deut4476;0,15752363;0,3251795977;0,391625;0,4528301887;0,6037735849
deut4463;deut4483;0,19692642;0,1045458174;0,3513541667;0,3918918919;0,527027027
deut4464;deut4405;-0,07343951;0,4502514368;0,32375;0,2142857143;0,3714285714
deut4464;deut4413;-0,04804783;0,5325670498;0,3165277778;0,2285714286;0,5857142857
deut4464;deut4416;0,02995469;0,4953005268;0,3892708333;0,1571428571;0,5428571429
deut4464;deut4434;-0,04160293;0,3801684227;0,4029861111;0,2558139535;0,5813953488
deut4464;deut4439;-0,04101373;0,1285783995;0,3408254717;0,2142857143;0,5595238095
deut4464;deut4464;6,5514;1;1;1;1
deut4464;deut4471;-0,04959494;0,4345545977;0,3450833333;0,2444444444;0,5666666667
deut4464;deut4478;-0,14055951;0,4725215517;0,2765625;0,2428571429;0,4285714286
deut4464;deut4479;-0,03716709;0,4405890805;0,3645555556;0,2019230769;0,5961538462
deut4464;deut4480;-0,07926472;0,0957304287;0,3532263514;0,2653061224;0,5714285714
deut4465;deut4414;0,0832333;0,3838601533;0,3758333333;0,3414634146;0,5487804878
deut4465;deut4424;0,23976956;0,3896186827;0,2992063492;0,256097561;0,3048780488
deut4465;deut4438;0,10065407;0,2210785771;0,4120258621;0,3780487805;0,512195122
deut4465;deut4443;0,17866522;0,4591315453;0,3534920635;0,3292682927;0,5365853659
deut4465;deut4450;0,21760553;0,2955729167;0,47796875;0,3727272727;0,5545454545
deut4465;deut4455;0,21492111;0,2440654673;0,4598369565;0,243902439;0,3536585366
deut4465;deut4456;0,97172291;0,3588305054;0,2014285714;0,2682926829;0,3536585366
deut4465;deut4463;0,28461838;0,426746944;0,210952381;0,3414634146;0,512195122
deut4465;deut4465;6,5514;1;1;1;1
deut4465;deut4485;0,14098637;0,4602889527;0,2881944444;0,3170731707;0,4512195122
deut4466;deut4400;-0,01393795;0,2771298174;0,4727757353;0,2;0,5
deut4466;deut4410;0,0687651;0,2634328516;0,4847058824;0,3;0,48
