A;B;shapetime;ms;gar;interval;parson
deut4468;deut4416;0,09809457;0,2829861111;0,0086805556;0,2463768116;0,5942028986
deut4468;deut4423;0,08766202;0,1833333333;0;0,2261904762;0,5
deut4468;deut4427;0,09809457;0,0448717949;0;0,2162162162;0,5540540541
deut4468;deut4457;0,04713955;0,2239583333;0,0815972222;0,2365591398;0,4408602151
deut4468;deut4463;0,05545891;0,1858974359;0;0,2641509434;0,5849056604
deut4468;deut4468;6,5514;1;1;1;1
deut4468;deut4484;0,05282522;0,0741792929;0,0216572505;0,2079207921;0,4257425743
deut4468;deut4502;0,10304628;0,2013888889;0,0846153846;0,2297297297;0,5
deut4469;deut4409;-0,00101278;0,1036184211;0;0,3043478261;0,5797101449
deut4469;deut4424;0,01234335;0,2037037037;0,0393700787;0,2898550725;0,3333333333
deut4469;deut4438;-0,0000944;0,1077586207;0;0,3623188406;0,5652173913
deut4469;deut4450;0,00961413;0,1796875;0,0442708333;0,2909090909;0,5272727273
deut4469;deut4460;-0,00586126;0,1631944444;0;0,3295454545;0,5340909091
deut4469;deut4461;-0,05452841;0,1725;0,0825;0,2426035503;0,3668639053
deut4469;deut4469;6,5514;1;1;1;1
deut4469;deut4481;0,06382057;0,2055555556;0,05;0,3097345133;0,4955752212
deut4469;deut4484;0,09004529;0,0634469697;0,014137606;0,3564356436;0,5742574257
deut4469;deut4489;-0,01626506;0,21875;0,0291970803;0,3188405797;0,5072463768
deut4470;deut4413;-0,01029056;0,1666666667;0;0,3389830508;0,593220339
deut4470;deut4414;-0,00942362;0,1;1,11022302462516E-16;0,3166666667;0,5833333333
deut4470;deut4419;-0,00646472;0,13125;0,0057471264;0,2857142857;0,5396825397
deut4470;deut4420;-0,00646472;0,1375;0,0057803468;0,28125;0,53125
deut4470;deut4424;-0,01624295;0;0;0,3018867925;0,3773584906
deut4470;deut4444;-0,01381357;0,0950520833;0;0,3333333333;0,5256410256
deut4470;deut4447;-0,01381357;0,12109375;0;0,3548387097;0,5806451613
deut4470;deut4456;-0,01374404;0;0;0,2830188679;0,4150943396
deut4470;deut4470;6,5514;1;1;1;1
deut4470;deut4475;0,09350088;0,048828125;0,0019120459;0,2826086957;0,4130434783
deut4471;deut4401;0,29779091;0,2604166667;0,0875;0,2444444444;0,2777777778
deut4471;deut4406;-0,0372548;0,1617647059;0,003058104;0,3111111111;0,4111111111
deut4471;deut4407;0,0453368;0,3804347826;0,0597826087;0,2307692308;0,5714285714
deut4471;deut4421;0,42891515;0,2708333333;0,0114503817;0,1777777778;0,2777777778
deut4471;deut4458;0,05632503;0,3770833333;0,0076045627;0,3111111111;0,5777777778
deut4471;deut4460;0,12907656;0,3454861111;0,0099009901;0,2777777778;0,5444444444
deut4471;deut4461;0,03132829;0,3175;0,0275;0,2721893491;0,449704142
deut4471;deut4471;6,5514;1;1;1;1
deut4471;deut4477;-0,03267852;0,275;0,0101010101;0,3111111111;0,4888888889
deut4471;deut4482;-0,01026596;0,3;0,0833333333;0,2666666667;0,4666666667
deut4472;deut4398;0,1160256;0,21;0,1291390728;0,3529411765;0,5147058824
deut4472;deut4412;-0,0781153;0,2986111111;0,0138888889;0,3125;0,6875
deut4472;deut4424;-0,073639;0,25;0,0833333333;0,2820512821;0,4358974359
deut4472;deut4425;0,06200016;0,234375;0,0387596899;0,2765957447;0,5106382979
deut4472;deut4426;0,04961194;0,3035714286;0,0625;0,3541666667;0,5208333333
deut4472;deut4429;-0,05146899;0,2236842105;2,22044604925031E-16;0,358974359;0,5897435897
deut4472;deut4430;-0,02096046;0,225;0;0,358974359;0,5897435897
deut4472;deut4437;0,09483913;0,25;0,007518797;0,3148148148;0,5555555556
deut4472;deut4472;6,5514;1;1;1;1
deut4472;deut4491;-0,08898261;0,296875;0,0073529412;0,3333333333;0,641025641
deut4473;deut4406;0,08815883;0,3694852941;0,0072463768;0,44;0,54
deut4473;deut4414;0,07675745;0,4395833333;0,1583333333;0,3166666667;0,55
deut4473;deut4433;0,19616838;0,1458333333;0;0,3103448276;0,5862068966
deut4473;deut4438;0,06455887;0,3114224138;0,0061983471;0,3653846154;0,5961538462
deut4473;deut4439;0,131265;0,1609669811;0,0101237345;0,380952381;0,5238095238
deut4473;deut4450;0,09485865;0,3515625;0,1380208333;0,3181818182;0,4272727273
deut4473;deut4453;0,28962751;0,3177083333;0,0520833333;0,28;0,5
deut4473;deut4459;0,1126563;0,315625;0,0791666667;0,3066666667;0,5333333333
deut4473;deut4473;6,5514;1;1;1;1
deut4473;deut4497;0,0964155;0,359375;0,0150753769;0,32;0,56
deut4474;deut4406;-0,12819031;0,4264705882;0,1213235294;0,3157894737;0,5
deut4474;deut4413;-0,04952438;0,2797619048;0,0518867925;0,2881355932;0,4745762712
deut4474;deut4427;0,08242059;0,1607142857;0,00456621;0,2972972973;0,4189189189
deut4474;deut4428;0,26176312;0,2678571429;0,0257731959;0,4;0,475
deut4474;deut4442;0,09344299;0,255952381;0,0409090909;0,3265306122;0,5714285714
deut4474;deut4443;0,11115622;0,2857142857;0,0238095238;0,3191489362;0,5957446809
deut4474;deut4448;0,06201783;0,3546875;0,00625;0,2727272727;0,3636363636
deut4474;deut4453;0,02228696;0,3273809524;0,0621468927;0,21875;0,5
deut4474;deut4455;0,03369852;0,2730978261;0,0159453303;0,28125;0,53125
deut4474;deut4474;6,5514;1;1;1;1
deut4475;deut4414;0,07160671;0,30859375;0,041015625;0,3804347826;0,4891304348
deut4475;deut4419;0,04912504;0,193359375;0,0019047619;0,3043478261;0,4347826087
deut4475;deut4420;0,04831971;0,189453125;1,11022302462516E-15;0,3043478261;0,4347826087
deut4475;deut4424;0,21767025;0,103515625;0,0639534884;0,1956521739;0,2717391304
deut4475;deut4438;0,09044999;0,5;0,123046875;0,3152173913;0,4347826087
deut4475;deut4455;0,12613378;0,3427734375;0,025390625;0,2282608696;0,3043478261
deut4475;deut4456;0,1539124;0,09765625;0,0639534884;0,2173913043;0,3152173913
deut4475;deut4470;0,09350088;0,048828125;0,0019120459;0,2826086957;0,4130434783
deut4475;deut4475;6,5514;1;1;1;1
deut4475;deut4485;-0,05163221;0,203125;0,06640625;0,2391304348;0,3586956522
deut4476;deut4417;0,07536427;0,1222826087;0,0180505415;0,2575757576;0,3484848485
deut4476;deut4424;0,19567117;0,26875;0,1;0,2391304348;0,3913043478
deut4476;deut4425;-0,00775194;0,2875;0,0476190476;0,2978723404;0,5531914894
deut4476;deut4431;1,12236542;0,43125;0,0693641618;0,5434782609;0,652173913
deut4476;deut4445;0,05722831;0,23125;0,0053475936;0,3289473684;0,4736842105
deut4476;deut4452;-0,00462963;0,28125;0,0432098765;0,2826086957;0,5434782609
deut4476;deut4454;0,26032981;0,29375;0,1402439024;0,3260869565;0,4782608696
deut4476;deut4463;0,15752363;0,18125;0;0,4528301887;0,6037735849
deut4476;deut4476;6,5514;1;1;1;1
deut4476;deut4483;0,06905332;0,1909722222;0,0706896552;0,3918918919;0,5540540541
deut4477;deut4401;0,1164057;0,3802083333;0,1822916667;0,3617021277;0,4680851064
deut4477;deut4416;0,12947686;0,3072916667;0,0097560976;0,347826087;0,5362318841
deut4477;deut4421;0,10953639;0,3671875;0;0,3617021277;0,4893617021
deut4477;deut4423;0,34301819;0,32125;0,0461165049;0,3571428571;0,5357142857
deut4477;deut4439;0,09982337;0,1556603774;0;0,3928571429;0,4880952381
deut4477;deut4443;0,27884374;0,4010416667;0,0625;0,4255319149;0,6170212766
deut4477;deut4465;0,26700868;0,1979166667;0,0096153846;0,3536585366;0,487804878
deut4477;deut4477;6,5514;1;1;1;1
deut4477;deut4479;0,0344803;0,2840277778;0;0,25;0,3942307692
deut4477;deut4482;0,35115046;0,4010416667;0,1041666667;0,4893617021;0,6808510638
deut4478;deut4405;0,39734525;0,24375;0,0119047619;0,4117647059;0,5882352941
deut4478;deut4412;-0,09427354;0,3333333333;0,0067114094;0,2708333333;0,5416666667
deut4478;deut4426;-0,07643451;0,34375;1,11022302462516E-16;0,3541666667;0,5416666667
deut4478;deut4446;-0,08338623;0,25;0,0230769231;0,3095238095;0,5238095238
deut4478;deut4460;-0,06705692;0,2118055556;0,0659722222;0,2727272727;0,3863636364
deut4478;deut4465;-0,06396344;0,2301587302;0,0137931034;0,256097561;0,3780487805
deut4478;deut4469;-0,06379669;0,2222222222;0,0434782609;0,2898550725;0,4202898551
deut4478;deut4475;-0,04783441;0,125;0,07421875;0,2282608696;0,347826087
deut4478;deut4478;6,5514;1;1;1;1
deut4478;deut4480;0,11013576;0,0540540541;0,0345117845;0,2551020408;0,3367346939
deut4479;deut4406;-0,08601879;0,1207107843;0,0026525199;0,2211538462;0,3365384615
deut4479;deut4416;-0,01500295;0,3;0,0113924051;0,2980769231;0,5288461538
deut4479;deut4427;-0,01956215;0,2041666667;0;0,25;0,5096153846
deut4479;deut4435;-0,02106191;0,2736111111;0,0096670247;0,3173076923;0,5
deut4479;deut4439;-0,02392414;0,1269654088;0,0020181635;0,3076923077;0,5288461538
deut4479;deut4442;-0,04732579;0,3;0,0194444444;0,2403846154;0,4615384615
deut4479;deut4443;-0,0383141;0,3111111111;0,1041666667;0,2307692308;0,4519230769
deut4479;deut4477;0,0344803;0,2840277778;0;0,25;0,3942307692
deut4479;deut4479;6,5514;1;1;1;1
deut4479;deut4482;-0,04106384;0,3388888889;0,1222222222;0,2788461538;0,3942307692
deut4480;deut4405;0,11939002;0,0481418919;0,0343383585;0,2040816327;0,306122449
deut4480;deut4441;0,04532;0,0878378378;0,0286195286;0,2857142857;0,387755102
deut4480;deut4448;-0,04901961;0,1913006757;0,0089795918;0,2448979592;0,5612244898
deut4480;deut4449;-0,04035088;0,2267736486;0,0136;0,325;0,5333333333
deut4480;deut4450;-0,04035088;0,2331081081;0,0103503185;0,2727272727;0,5727272727
deut4480;deut4460;-0,02221278;0,1756756757;0,0033250208;0,306122449;0,5408163265
deut4480;deut4461;-0,04825377;0,1951013514;0,0039494471;0,2899408284;0,4911242604
deut4480;deut4475;0,04941787;0,3678209459;0,1461148649;0,3163265306;0,4897959184
deut4480;deut4478;0,11013576;0,0540540541;0,0345117845;0,2551020408;0,3367346939
deut4480;deut4480;6,5514;1;1;1;1
deut4481;deut4399;-0,01058983;0,3659722222;0,0205479452;0,2566371681;0,5044247788
deut4481;deut4401;-0,10606061;0,2402777778;0,0916666667;0,1592920354;0,2212389381
deut4481;deut4425;-0,02651515;0,2875;0,0722222222;0,2300884956;0,3539823009
deut4481;deut4431;-0,04022989;0,3222222222;0;0,2123893805;0,2654867257
deut4481;deut4440;-0,02777778;0,2228835979;0;0,3274336283;0,4424778761
deut4481;deut4452;-0,02777778;0,275;0,1708333333;0,2123893805;0,3274336283
deut4481;deut4454;-0,04166667;0,2541666667;0,1875;0,1681415929;0,2477876106
deut4481;deut4463;-0,01893939;0,1916666667;0,0555555556;0,2654867257;0,389380531
deut4481;deut4476;-0,01937984;0,30625;0;0,2477876106;0,3805309735
deut4481;deut4481;6,5514;1;1;1;1
deut4482;deut4401;-0,01913202;0,3666666667;0;0,3863636364;0,5
deut4482;deut4416;0,2516039;0,3385416667;0,1554404145;0,3623188406;0,5797101449
deut4482;deut4421;0,06896891;0,26171875;0,0188679245;0,2727272727;0,4772727273
deut4482;deut4423;0,13023829;0,2025;0,0067873303;0,2976190476;0,4761904762
deut4482;deut4439;0,32323146;0,1025943396;0;0,4166666667;0,5
deut4482;deut4443;0,40905105;0,4416666667;0,1583333333;0,3617021277;0,5744680851
deut4482;deut4465;0,17578951;0,2063492063;0;0,3292682927;0,4634146341
deut4482;deut4477;0,35115046;0,4010416667;0,1041666667;0,4893617021;0,6808510638
deut4482;deut4479;-0,04106384;0,3388888889;0,1222222222;0,2788461538;0,3942307692
deut4482;deut4482;6,5514;1;1;1;1
deut4483;deut4417;0,10264856;0,2133152174;0,0180668473;0,3484848485;0,5303030303
deut4483;deut4424;0,28830958;0,0885416667;0,0704467354;0,2567567568;0,3108108108
deut4483;deut4425;0,07326206;0,1388888889;0,0850694444;0,3918918919;0,5540540541
deut4483;deut4431;0,04141149;0,1987847222;0,1006944444;0,3513513514;0,4189189189
deut4483;deut4445;0,0552258;0,0555555556;0,0172711572;0,2763157895;0,4736842105
deut4483;deut4452;-0,00462963;0,1041666667;0,0711805556;0,3108108108;0,5
deut4483;deut4454;-0,01190476;0,1006944444;0,087628866;0,2972972973;0,4054054054
deut4483;deut4463;0,19692642;0,0572916667;0,0328151986;0,3918918919;0,527027027
deut4483;deut4476;0,06905332;0,1909722222;0,0706896552;0,3918918919;0,5540540541
deut4483;deut4483;6,5514;1;1;1;1
deut4484;deut4417;0,16417974;0,5217391304;0,0131578947;0,3257575758;0,5606060606
deut4484;deut4424;0,65774545;0,0577651515;0,0461393597;0,2277227723;0,2475247525
deut4484;deut4463;0,22771889;0,0539772727;0,0207156309;0,3366336634;0,4752475248
deut4484;deut4469;0,09004529;0,0634469697;0,014137606;0,3564356436;0,5742574257
deut4484;deut4476;0,0919924;0,1278409091;0,0433962264;0,2871287129;0,4356435644
deut4484;deut4484;6,5514;1;1;1;1
deut4484;deut4489;0,4328283;0,1051136364;0,0622641509;0,2376237624;0,3663366337
deut4484;deut4495;0,28252072;0,1477272727;0,0594339623;0,2475247525;0,396039604
deut4484;deut4501;0,7149947;0,0833333333;0,0518867925;0,3069306931;0,396039604
deut4484;deut4503;0,21768311;0,1136363636;0,087406015;0,1683168317;0,2376237624
deut4485;deut4414;0,02336478;0,4229166667;0,2083333333;0,3333333333;0,5666666667
deut4485;deut4419;-0,02301713;0,28125;0,0168539326;0,3174603175;0,5079365079
deut4485;deut4438;0,00977193;0,2370689655;0,0129032258;0,3846153846;0,5961538462
deut4485;deut4444;0,10784188;0,2864583333;0,0729166667;0,2692307692;0,4487179487
deut4485;deut4447;0,10784188;0,40234375;0,13671875;0,3064516129;0,5
deut4485;deut4448;0,09483913;0,30625;0,096875;0,2613636364;0,4318181818
deut4485;deut4450;0,13584895;0,3020833333;0,15625;0,2636363636;0,3545454545
deut4485;deut4465;0,14098637;0,1631944444;0,0105263158;0,3170731707;0,4512195122
deut4485;deut4470;-0,02288095;0,0972222222;0,0121212121;0,2830188679;0,5283018868
deut4485;deut4485;6,5514;1;1;1;1
deut4486;deut4486;6,5514;1;1;1;1
deut4486;deut4487;0,91194082;0,49609375;0,15625;0,4871794872;0,6923076923
deut4486;deut4490;3,01099137;0,515625;0,453125;0,5185185185;0,6481481481
deut4486;deut4491;1,61953176;0,609375;0,1162790698;0,641025641;0,8461538462
deut4486;deut4492;3,02292469;0,4817708333;0,3886010363;0,4655172414;0,6034482759
deut4486;deut4493;2,51496339;0,5;0,3989637306;0,5185185185;0,6481481481
deut4486;deut4494;1,09171234;0,4270833333;0,103626943;0,4310344828;0,6034482759
deut4486;deut4496;2,38119134;0,453125;0,3056994819;0,5178571429;0,6428571429
deut4486;deut4497;1,73991331;0,63671875;0,3720930233;0,5897435897;0,7692307692
deut4486;deut4498;2,07919258;0,515625;0,2474226804;0,5;0,6206896552
deut4487;deut4486;0,91194082;0,49609375;0,15625;0,4871794872;0,6923076923
deut4487;deut4487;6,5514;1;1;1;1
deut4487;deut4488;1,93452131;0,4635416667;0,328125;0,4655172414;0,5862068966
deut4487;deut4490;1,04824937;0,4661458333;0,3177083333;0,3888888889;0,5740740741
deut4487;deut4492;1,13481448;0,4583333333;0,34375;0,3793103448;0,5517241379
deut4487;deut4493;2,00711863;0,4791666667;0,3854166667;0,462962963;0,5925925926
deut4487;deut4494;2,02598859;0,515625;0,3125;0,5344827586;0,6206896552
deut4487;deut4496;0,99809731;0,5104166667;0,4427083333;0,3928571429;0,5535714286
deut4487;deut4498;1,15672057;0,4921875;0,171875;0,3965517241;0,5689655172
deut4487;deut4499;2,30406853;0,6484375;0,421875;0,7297297297;0,8108108108
deut4488;deut4486;1,17052702;0,4791666667;0,3471502591;0,5;0,6206896552
deut4488;deut4487;1,93452131;0,4635416667;0,328125;0,4655172414;0,5862068966
deut4488;deut4488;6,5514;1;1;1;1
deut4488;deut4490;2,94766703;0,859375;0,5833333333;0,6896551724;0,8620689655
deut4488;deut4491;3,21514533;0,5625;0,4166666667;0,4827586207;0,5862068966
deut4488;deut4493;3,24345753;0,8333333333;0,5833333333;0,7586206897;0,8965517241
deut4488;deut4494;1,71715289;0,671875;0,2864583333;0,6379310345;0,775862069
deut4488;deut4498;1,61549783;0,7083333333;0,3697916667;0,6551724138;0,9137931034
deut4488;deut4499;1,28569623;0,421875;0,234375;0,4655172414;0,5862068966
deut4488;deut4500;1,69278681;0,5208333333;0,421875;0,3965517241;0,5689655172
deut4489;deut4417;0,27985968;0,0942028986;0,006227758;0,196969697;0,2803030303
deut4489;deut4426;-0,02803384;0,37109375;0,2265625;0,3333333333;0,5
deut4489;deut4433;0,04479219;0,15625;0,0153846154;0,2586206897;0,5
deut4489;deut4469;-0,01626506;0,21875;0,0291970803;0,3188405797;0,5072463768
deut4489;deut4484;0,4328283;0,1051136364;0,0622641509;0,2376237624;0,3663366337
deut4489;deut4486;0,7774403;0,42578125;0,1171875;0,5641025641;0,6923076923
deut4489;deut4489;6,5514;1;1;1;1
deut4489;deut4490;0,83906111;0,4244791667;0,15625;0,4444444444;0,5740740741
deut4489;deut4493;1,15186042;0,4401041667;0,2239583333;0,4444444444;0,5555555556
deut4489;deut4494;-0,15145686;0,4088541667;0,0625;0,3448275862;0,5172413793
deut4490;deut4486;3,01099137;0,515625;0,453125;0,5185185185;0,6481481481
deut4490;deut4487;1,04824937;0,4661458333;0,3177083333;0,3888888889;0,5740740741
deut4490;deut4488;2,94766703;0,859375;0,5833333333;0,6896551724;0,8620689655
deut4490;deut4490;6,5514;1;1;1;1
deut4490;deut4492;3,69631343;0,8098958333;0,5989583333;0,724137931;0,8793103448
deut4490;deut4493;5,27993048;0,9427083333;0,8333333333;0,9259259259;0,962962963
deut4490;deut4494;1,15008626;0,640625;0,15625;0,5344827586;0,7068965517
deut4490;deut4496;2,58559443;0,78125;0,5729166667;0,7321428571;0,9285714286
deut4490;deut4498;2,12944403;0,7864583333;0,5;0,7586206897;0,9137931034
deut4490;deut4499;0,38175344;0,4427083333;0,296875;0,3888888889;0,5740740741
deut4491;deut4429;0,16635687;0,1743421053;0;0,4054054054;0,6216216216
deut4491;deut4430;0,12059409;0,234375;0,0775193798;0,4054054054;0,6216216216
deut4491;deut4486;1,61953176;0,609375;0,1162790698;0,641025641;0,8461538462
deut4491;deut4488;3,21514533;0,5625;0,4166666667;0,4827586207;0,5862068966
deut4491;deut4490;1,85740906;0,5286458333;0,2447916667;0,4074074074;0,6296296296
deut4491;deut4491;6,5514;1;1;1;1
deut4491;deut4492;2,87354389;0,5729166667;0,375;0,4310344828;0,5862068966
deut4491;deut4496;2,19070636;0,5729166667;0,4166666667;0,5178571429;0,6071428571
deut4491;deut4498;0,91447459;0,515625;0,1302083333;0,4310344828;0,5862068966
deut4491;deut4500;1,88744247;0,7578125;0,5546875;0,487804878;0,6585365854
deut4492;deut4486;3,02292469;0,4817708333;0,3886010363;0,4655172414;0,6034482759
deut4492;deut4487;1,13481448;0,4583333333;0,34375;0,3793103448;0,5517241379
deut4492;deut4490;3,69631343;0,8098958333;0,5989583333;0,724137931;0,8793103448
deut4492;deut4491;2,87354389;0,5729166667;0,375;0,4310344828;0,5862068966
deut4492;deut4492;6,5514;1;1;1;1
deut4492;deut4493;3,47384494;0,8046875;0,6197916667;0,6724137931;0,8448275862
deut4492;deut4494;0,95188653;0,5911458333;0,203125;0,5;0,7413793103
deut4492;deut4496;2,29897723;0,7526041667;0,6041666667;0,6551724138;0,8275862069
deut4492;deut4498;2,31714936;0,7447916667;0,4739583333;0,7413793103;0,8793103448
deut4492;deut4500;1,23284473;0,5390625;0,4114583333;0,4137931034;0,6379310345
deut4493;deut4486;2,51496339;0,5;0,3989637306;0,5185185185;0,6481481481
deut4493;deut4487;2,00711863;0,4791666667;0,3854166667;0,462962963;0,5925925926
deut4493;deut4488;3,24345753;0,8333333333;0,5833333333;0,7586206897;0,8965517241
deut4493;deut4490;5,27993048;0,9427083333;0,8333333333;0,9259259259;0,962962963
deut4493;deut4492;3,47384494;0,8046875;0,6197916667;0,6724137931;0,8448275862
deut4493;deut4493;6,5514;1;1;1;1
deut4493;deut4494;1,63193431;0,65625;0,2395833333;0,6034482759;0,7413793103
deut4493;deut4496;2,85550897;0,8177083333;0,6770833333;0,6785714286;0,8928571429
deut4493;deut4498;2,09829829;0,7916666667;0,5625;0,775862069;0,9137931034
deut4493;deut4499;1,14498777;0,4401041667;0,2901554404;0,462962963;0,5925925926
deut4494;deut4486;1,09171234;0,4270833333;0,103626943;0,4310344828;0,6034482759
deut4494;deut4487;2,02598859;0,515625;0,3125;0,5344827586;0,6206896552
deut4494;deut4488;1,71715289;0,671875;0,2864583333;0,6379310345;0,775862069
deut4494;deut4490;1,15008626;0,640625;0,15625;0,5344827586;0,7068965517
deut4494;deut4492;0,95188653;0,5911458333;0,203125;0,5;0,7413793103
deut4494;deut4493;1,63193431;0,65625;0,2395833333;0,6034482759;0,7413793103
deut4494;deut4494;6,5514;1;1;1;1
deut4494;deut4496;0,63827156;0,6041666667;0,234375;0,5344827586;0,7413793103
deut4494;deut4498;1,5015655;0,6354166667;0,1145833333;0,5862068966;0,7586206897
deut4494;deut4499;1,79382262;0,5;0,2227979275;0,5172413793;0,6034482759
deut4495;deut4424;0,65634137;0,3409090909;0,1590909091;0,3;0,475
deut4495;deut4438;0,41732493;0,3211206897;0,0062111801;0,3846153846;0,6153846154
deut4495;deut4449;0,18416091;0,3606770833;0,2083333333;0,2;0,325
deut4495;deut4450;0,19451964;0,359375;0,125;0,2636363636;0,3636363636
deut4495;deut4467;0,08712244;0,4244791667;0,0049019608;0,4;0,5666666667
deut4495;deut4490;0,38431331;0,3984375;0;0,3703703704;0,6111111111
deut4495;deut4491;0,46600108;0,4829545455;0,0404040404;0,45;0,725
deut4495;deut4492;0,48106002;0,3697916667;0,0380952381;0,3448275862;0,5344827586
deut4495;deut4495;6,5514;1;1;1;1
deut4495;deut4498;0,19550094;0,3958333333;0;0,3965517241;0,6034482759
deut4496;deut4486;2,38119134;0,453125;0,3056994819;0,5178571429;0,6428571429
deut4496;deut4487;0,99809731;0,5104166667;0,4427083333;0,3928571429;0,5535714286
deut4496;deut4490;2,58559443;0,78125;0,5729166667;0,7321428571;0,9285714286
deut4496;deut4491;2,19070636;0,5729166667;0,4166666667;0,5178571429;0,6071428571
deut4496;deut4492;2,29897723;0,7526041667;0,6041666667;0,6551724138;0,8275862069
deut4496;deut4493;2,85550897;0,8177083333;0,6770833333;0,6785714286;0,8928571429
deut4496;deut4494;0,63827156;0,6041666667;0,234375;0,5344827586;0,7413793103
deut4496;deut4496;6,5514;1;1;1;1
deut4496;deut4497;1,59478863;0,5182291667;0,3072916667;0,3928571429;0,5892857143
deut4496;deut4498;1,37817418;0,703125;0,3854166667;0,6206896552;0,8793103448
deut4497;deut4473;0,0964155;0,359375;0,0150753769;0,32;0,56
deut4497;deut4486;1,73991331;0,63671875;0,3720930233;0,5897435897;0,7692307692
deut4497;deut4487;0,90063707;0,57421875;0,28125;0,5;0,7105263158
deut4497;deut4491;2,10461543;0,69140625;0,2421875;0,4736842105;0,7631578947
deut4497;deut4492;2,21626545;0,5286458333;0,390625;0,3793103448;0,5689655172
deut4497;deut4494;1,1082306;0,5494791667;0,4166666667;0,4137931034;0,5862068966
deut4497;deut4496;1,59478863;0,5182291667;0,3072916667;0,3928571429;0,5892857143
deut4497;deut4497;6,5514;1;1;1;1
deut4497;deut4498;1,17322882;0,5598958333;0,4432989691;0,4482758621;0,6034482759
deut4497;deut4499;0,24347015;0,59765625;0,1484375;0,5526315789;0,7894736842
deut4498;deut4486;2,07919258;0,515625;0,2474226804;0,5;0,6206896552
deut4498;deut4488;1,61549783;0,7083333333;0,3697916667;0,6551724138;0,9137931034
deut4498;deut4490;2,12944403;0,7864583333;0,5;0,7586206897;0,9137931034
deut4498;deut4492;2,31714936;0,7447916667;0,4739583333;0,7413793103;0,8793103448
deut4498;deut4493;2,09829829;0,7916666667;0,5625;0,775862069;0,9137931034
deut4498;deut4494;1,5015655;0,6354166667;0,1145833333;0,5862068966;0,7586206897
deut4498;deut4496;1,37817418;0,703125;0,3854166667;0,6206896552;0,8793103448
deut4498;deut4498;6,5514;1;1;1;1
deut4498;deut4499;0,52165746;0,484375;0,175257732;0,4137931034;0,5689655172
deut4498;deut4500;0,81703278;0,5;0,1614583333;0,3965517241;0,5862068966
deut4499;deut4486;0,55175057;0,49609375;0,0703125;0,4358974359;0,6666666667
deut4499;deut4487;2,30406853;0,6484375;0,421875;0,7297297297;0,8108108108
deut4499;deut4488;1,28569623;0,421875;0,234375;0,4655172414;0,5862068966
deut4499;deut4490;0,38175344;0,4427083333;0,296875;0,3888888889;0,5740740741
deut4499;deut4492;0,24625016;0,4270833333;0,296875;0,3448275862;0,5517241379
deut4499;deut4493;1,14498777;0,4401041667;0,2901554404;0,462962963;0,5925925926
deut4499;deut4494;1,79382262;0,5;0,2227979275;0,5172413793;0,6034482759
deut4499;deut4496;0,32592905;0,46875;0,234375;0,375;0,5535714286
deut4499;deut4498;0,52165746;0,484375;0,175257732;0,4137931034;0,5689655172
deut4499;deut4499;6,5514;1;1;1;1
deut4500;deut4487;0,57574991;0,5703125;0,375;0,3658536585;0,6829268293
deut4500;deut4488;1,69278681;0,5208333333;0,421875;0,3965517241;0,5689655172
deut4500;deut4490;0,81293353;0,5104166667;0,3333333333;0,4074074074;0,6481481481
deut4500;deut4491;1,88744247;0,7578125;0,5546875;0,487804878;0,6585365854
deut4500;deut4492;1,23284473;0,5390625;0,4114583333;0,4137931034;0,6379310345
deut4500;deut4493;0,41579608;0,5052083333;0,3333333333;0,3518518519;0,6296296296
deut4500;deut4494;0,2769289;0,4895833333;0,28125;0,3103448276;0,5689655172
deut4500;deut4496;1,19666518;0,5130208333;0,328125;0,375;0,6428571429
deut4500;deut4498;0,81703278;0,5;0,1614583333;0,3965517241;0,5862068966
deut4500;deut4500;6,5514;1;1;1;1
deut4501;deut4401;0,39588283;0,1696428571;0,0517241379;0,3333333333;0,431372549
deut4501;deut4407;0,01590747;0,25;0,1929347826;0,2637362637;0,3956043956
deut4501;deut4417;0,19937024;0,0788043478;0,0270758123;0,3257575758;0,3863636364
deut4501;deut4443;0,38331779;0,4;0,2583333333;0,2352941176;0,3921568627
deut4501;deut4445;0,0313907;0,125;0,0072992701;0,3684210526;0,5263157895
deut4501;deut4481;0,0235632;0,3055555556;0,1486111111;0,2389380531;0,3362831858
deut4501;deut4484;0,7149947;0,0833333333;0,0518867925;0,3069306931;0,396039604
deut4501;deut4501;6,5514;1;1;1;1
deut4501;deut4502;1,41851644;0,2682291667;0,1340206186;0,5135135135;0,5810810811
deut4501;deut4503;2,91551396;0,359375;0,0797101449;0,4509803922;0,4705882353
deut4502;deut4401;0,22756743;0,234375;0,1726804124;0,2567567568;0,3378378378
deut4502;deut4417;0,00868437;0,2998188406;0,0208333333;0,3863636364;0,4924242424
deut4502;deut4423;0,00684605;0,4425;0,0154185022;0,369047619;0,5595238095
deut4502;deut4427;0,137718;0,1067708333;0,0074812968;0,3243243243;0,5405405405
deut4502;deut4442;0,14935794;0,21875;0;0,2567567568;0,4459459459
deut4502;deut4443;0,25480562;0,2239583333;0,0384615385;0,2702702703;0,472972973
deut4502;deut4484;0,06438514;0,3058712121;0,0620300752;0,297029703;0,4851485149
deut4502;deut4501;1,41851644;0,2682291667;0,1340206186;0,5135135135;0,5810810811
deut4502;deut4502;6,5514;1;1;1;1
deut4502;deut4503;6,31167302;0,3307291667;0,3307291667;0,3243243243;0,3243243243
