A;B;shapetime;ms;gar;interval;parson
deut4433;deut4435;-0,05344323;0,1857638889;0,0096308186;0,2923076923;0,5384615385
deut4433;deut4465;0,05281752;0,2301587302;0,0952380952;0,3048780488;0,5487804878
deut4433;deut4487;-0,05465964;0,1953125;0,0153846154;0,3103448276;0,5517241379
deut4433;deut4488;-0,05107883;0,1979166667;0,0154639175;0,275862069;0,6551724138
deut4433;deut4489;0,04479219;0,15625;0,0153846154;0,2586206897;0,5
deut4433;deut4493;-0,05107883;0,2083333333;0,0206185567;0,3275862069;0,6551724138
deut4433;deut4494;-0,04719711;0,171875;0,0099009901;0,275862069;0,6379310345
deut4433;deut4498;-0,05107883;0,1979166667;0,0049261084;0,2586206897;0,6379310345
deut4433;deut4499;-0,12574695;0,171875;0,0390625;0,2931034483;0,5517241379
deut4434;deut4403;-0,04556623;0,25;0,0416666667;0,2209302326;0,3023255814
deut4434;deut4422;-0,08408116;0,4375;0,0625;0,2906976744;0,4418604651
deut4434;deut4434;6,5514;1;1;1;1
deut4434;deut4448;-0,05338306;0,2765625;0,0084745763;0,2159090909;0,5795454545
deut4434;deut4449;-0,00432747;0,3619791667;0,0052083333;0,3166666667;0,4916666667
deut4434;deut4450;-0,05220884;0,3828125;0,0390625;0,3;0,5727272727
deut4434;deut4462;-0,07147432;0,3663194444;0,0486111111;0,3255813953;0,5581395349
deut4434;deut4471;0,00438434;0,34375;0;0,2555555556;0,5555555556
deut4434;deut4475;-0,05220884;0,29296875;0;0,3260869565;0,5434782609
deut4434;deut4479;-0,045436;0,2135416667;0,0084985836;0,2115384615;0,5769230769
deut4435;deut4433;-0,05344323;0,1857638889;0,0096308186;0,2923076923;0,5384615385
deut4435;deut4435;6,5514;1;1;1;1
deut4435;deut4440;-0,00020649;0,3412698413;0,0826771654;0,3846153846;0,5538461538
deut4435;deut4479;-0,02106191;0,2736111111;0,0096670247;0,3173076923;0,5
deut4435;deut4486;-0,06244405;0,3159722222;0;0,2923076923;0,4923076923
deut4435;deut4489;-0,08364679;0,3689236111;0,0972222222;0,2307692308;0,4307692308
deut4435;deut4490;-0,04835208;0,3263888889;0;0,2615384615;0,5230769231
deut4435;deut4492;-0,04483557;0,3211805556;0,0127840909;0,2307692308;0,5230769231
deut4435;deut4496;-0,04652748;0,2977430556;0;0,2461538462;0,5230769231
deut4435;deut4500;-0,07252813;0,3446180556;0,0511073254;0,3076923077;0,4923076923
deut4436;deut4407;-0,03548834;0,2717391304;0,1277173913;0,2417582418;0,3406593407
deut4436;deut4436;6,5514;1;1;1;1
deut4436;deut4458;-0,03548834;0,2838541667;0,0186915888;0,2537313433;0,4029850746
deut4436;deut4459;-0,03548834;0,225;0,1395833333;0,2666666667;0,44
deut4436;deut4460;-0,06184324;0,2881944444;0,0763888889;0,2386363636;0,375
deut4436;deut4461;-0,07098765;0,2125;0,0825;0,1715976331;0,1952662722
deut4436;deut4474;0,06352242;0,3482142857;0,0208333333;0,2424242424;0,5151515152
deut4436;deut4487;-0,13690648;0,3671875;0,0833333333;0,2702702703;0,5945945946
deut4436;deut4488;-0,13690648;0,3645833333;0,0625;0,3448275862;0,4827586207
deut4436;deut4493;-0,13690648;0,3802083333;0,0989583333;0,2592592593;0,462962963
deut4437;deut4398;0,16341157;0,36;0,2483443709;0,4117647059;0,6176470588
deut4437;deut4401;0,57864927;0,421875;0,09375;0,3703703704;0,4259259259
deut4437;deut4429;0,129408;0,0921052632;0,0138248848;0,2777777778;0,462962963
deut4437;deut4430;-0,04384186;0,265625;0,0852713178;0,2777777778;0,462962963
deut4437;deut4437;6,5514;1;1;1;1
deut4437;deut4439;0,13604062;0,0884433962;0,0011454754;0,3571428571;0,5119047619
deut4437;deut4449;0,09688907;0,2473958333;0,1510416667;0,3;0,4416666667
deut4437;deut4452;2,32383501;0,5390625;0,4296875;0,4814814815;0,6111111111
deut4437;deut4472;0,09483913;0,25;0,007518797;0,3148148148;0,5555555556
deut4437;deut4491;-0,07710213;0,3046875;0;0,2592592593;0,5185185185
deut4438;deut4414;0,24713014;0,3685344828;0,0040160643;0,3833333333;0,6
deut4438;deut4419;0,19217048;0,2058189655;0;0,3492063492;0,5714285714
deut4438;deut4420;0,19217048;0,1842672414;0;0,34375;0,5625
deut4438;deut4424;0,54262026;0,1163793103;0,0404255319;0,3269230769;0,4038461538
deut4438;deut4438;6,5514;1;1;1;1
deut4438;deut4449;0,22288875;0,2877155172;0,0032626427;0,2666666667;0,4166666667
deut4438;deut4450;0,22335725;0,3060344828;0,0249169435;0,3272727273;0,4636363636
deut4438;deut4455;0,13351433;0,4256465517;0,1530172414;0,3846153846;0,5192307692
deut4438;deut4456;0,23531034;0,1185344828;0,0363247863;0,3461538462;0,5
deut4438;deut4495;0,41732493;0,3211206897;0,0062111801;0,3846153846;0,6153846154
deut4439;deut4401;0,27288076;0,0884433962;0,0410798122;0,2380952381;0,2976190476
deut4439;deut4416;0,47940861;0,1356132075;0,0110619469;0,3571428571;0,5714285714
deut4439;deut4437;0,13604062;0,0884433962;0,0011454754;0,3571428571;0,5119047619
deut4439;deut4439;6,5514;1;1;1;1
deut4439;deut4443;0,32137372;0,0872641509;0,0100446429;0,2976190476;0,4642857143
deut4439;deut4452;0,10151346;0,0577830189;0,0068493151;0,2738095238;0,4285714286
deut4439;deut4473;0,131265;0,1609669811;0,0101237345;0,380952381;0,5238095238
deut4439;deut4477;0,09982337;0,1556603774;0;0,3928571429;0,4880952381
deut4439;deut4479;-0,02392414;0,1269654088;0,0020181635;0,3076923077;0,5288461538
deut4439;deut4482;0,32323146;0,1025943396;0;0,4166666667;0,5
deut4440;deut4414;0,15590741;0,5317460317;0,119047619;0,3666666667;0,6333333333
deut4440;deut4419;0,04897101;0,3412698413;0,030075188;0,3174603175;0,5555555556
deut4440;deut4420;0,04897101;0,3253968254;0,0291970803;0,3125;0,546875
deut4440;deut4425;-0,02272727;0,3253968254;0,0674603175;0,350877193;0,5087719298
deut4440;deut4431;0,33424879;0,4880952381;0,3531746032;0,4385964912;0,5438596491
deut4440;deut4440;6,5514;1;1;1;1
deut4440;deut4452;-0,02314815;0,2698412698;0,126984127;0,2631578947;0,5087719298
deut4440;deut4454;-0,03018246;0,2579365079;0,1071428571;0,3157894737;0,4385964912
deut4440;deut4463;-0,01492867;0,1785714286;0;0,3684210526;0,5789473684
deut4440;deut4476;-0,01550388;0,380952381;0,0763358779;0,4385964912;0,5964912281
deut4441;deut4415;-0,03453741;0,21875;0;0,3023255814;0,6511627907
deut4441;deut4441;6,5514;1;1;1;1
deut4441;deut4455;0,04714011;0,1902173913;0,0131233596;0,35;0,55
deut4441;deut4456;0,47393522;0,3046875;0;0,375;0,55
deut4441;deut4460;-0,0514043;0,2916666667;0,0555555556;0,2954545455;0,4090909091
deut4441;deut4461;-0,06981982;0,22375;0,0725;0,2071005917;0,2366863905
deut4441;deut4465;0,17250805;0,09375;0,0055248619;0,2682926829;0,4512195122
deut4441;deut4469;-0,05309973;0,12890625;0,0121212121;0,3623188406;0,4927536232
deut4441;deut4471;-0,05084747;0,3041666667;0,020242915;0,2777777778;0,4333333333
deut4441;deut4480;0,04532;0,0878378378;0,0286195286;0,2857142857;0,387755102
deut4442;deut4406;-0,09178231;0,2040441176;0,0035842294;0,2857142857;0,4897959184
deut4442;deut4423;-0,02491015;0,21125;0,0114678899;0,2619047619;0,4523809524
deut4442;deut4427;0,19016261;0,1666666667;0,0206896552;0,3513513514;0,5675675676
deut4442;deut4428;0,05843559;0,3166666667;0,125;0,2653061224;0,4693877551
deut4442;deut4442;6,5514;1;1;1;1
deut4442;deut4443;2,50211773;0,6666666667;0,45;0,7346938776;0,8979591837
deut4442;deut4453;0,03922056;0,35;0;0,2653061224;0,4285714286
deut4442;deut4474;0,09344299;0,255952381;0,0409090909;0,3265306122;0,5714285714
deut4442;deut4485;0,07832158;0,3263888889;0,0486111111;0,2653061224;0,5306122449
deut4442;deut4503;0,31294045;0,25;4,44089209850063E-16;0,2653061224;0,3469387755
deut4443;deut4406;0,16217074;0,2205882353;0,0138888889;0,2978723404;0,5106382979
deut4443;deut4421;1,11306485;0,171875;0,015625;0,3617021277;0,5319148936
deut4443;deut4428;0,27202789;0,3416666667;0,1166666667;0,2978723404;0,4680851064
deut4443;deut4442;2,50211773;0,6666666667;0,45;0,7346938776;0,8979591837
deut4443;deut4443;6,5514;1;1;1;1
deut4443;deut4465;0,17866522;0,1587301587;0,0067567568;0,3292682927;0,5365853659
deut4443;deut4474;0,11115622;0,2857142857;0,0238095238;0,3191489362;0,5957446809
deut4443;deut4477;0,27884374;0,4010416667;0,0625;0,4255319149;0,6170212766
deut4443;deut4482;0,40905105;0,4416666667;0,1583333333;0,3617021277;0,5744680851
deut4443;deut4503;0,53387844;0,2578125;0,0131578947;0,2978723404;0,3617021277
deut4444;deut4424;0,16897871;0,1666666667;0,1030927835;0,2307692308;0,2948717949
deut4444;deut4438;0,01229392;0,4148706897;0,0032840722;0,3205128205;0,5256410256
deut4444;deut4444;6,5514;1;1;1;1
deut4444;deut4447;0,2671686;0,46484375;0,203125;0,2948717949;0,6025641026
deut4444;deut4448;0,05420939;0,3372395833;0;0,25;0,5795454545
deut4444;deut4454;0,29467567;0,1953125;0,1443298969;0,2692307692;0,3461538462
deut4444;deut4455;-0,04195563;0,3059895833;0,0055762082;0,2692307692;0,358974359
deut4444;deut4456;0,20037592;0,1302083333;0,0180412371;0,3076923077;0,3717948718
deut4444;deut4470;-0,01381357;0,0950520833;0;0,3333333333;0,5256410256
deut4444;deut4485;0,10784188;0,2864583333;0,0729166667;0,2692307692;0,4487179487
deut4445;deut4417;0,05301304;0,0643115942;0,0008810573;0,3636363636;0,4924242424
deut4445;deut4418;0,2499848;0,0787037037;0;0,3947368421;0,5263157895
deut4445;deut4424;0,12597971;0,1875;0,0545454545;0,2105263158;0,3289473684
deut4445;deut4431;-0,01149425;0,1111111111;0,0056497175;0,3026315789;0,3947368421
deut4445;deut4445;6,5514;1;1;1;1
deut4445;deut4452;-0,00462963;0,0202020202;0,0161290323;0,1973684211;0,4078947368
deut4445;deut4454;-0,01190476;0,125;0;0,2763157895;0,4078947368
deut4445;deut4463;0,08192925;0,3333333333;0,25;0,4078947368;0,5921052632
deut4445;deut4476;0,05722831;0,23125;0,0053475936;0,3289473684;0,4736842105
deut4445;deut4483;0,0552258;0,0555555556;0,0172711572;0,2763157895;0,4736842105
deut4446;deut4410;0,06446458;0,3026315789;0,1282894737;0,3214285714;0,5357142857
deut4446;deut4412;-0,07757458;0,3125;0,0620689655;0,3125;0,6041666667
deut4446;deut4425;-0,04700855;0,2109375;0,0065359477;0,2978723404;0,5744680851
deut4446;deut4426;-0,04338699;0,2578125;0,0291970803;0,3541666667;0,5833333333
deut4446;deut4430;-0,0905644;0,28125;0,0310077519;0,4523809524;0,619047619
deut4446;deut4446;6,5514;1;1;1;1
deut4446;deut4451;-0,00383419;0,3828125;0,078125;0,3255813953;0,6511627907
deut4446;deut4466;0,10654573;0,0900735294;0,0035682426;0,29;0,4
deut4446;deut4486;-0,02475908;0,375;0,1;0,380952381;0,5952380952
deut4446;deut4491;-0,04726242;0,328125;0;0,3333333333;0,5952380952
deut4447;deut4424;0,10004242;0,2421875;0,203125;0,2741935484;0,3548387097
deut4447;deut4438;0,03020204;0,3480603448;0;0,2741935484;0,5161290323
deut4447;deut4444;0,2671686;0,46484375;0,203125;0,2948717949;0,6025641026
deut4447;deut4447;6,5514;1;1;1;1
deut4447;deut4448;0,07028824;0,39375;0,034375;0,375;0,5909090909
deut4447;deut4455;-0,04195563;0,3247282609;0;0,2903225806;0,435483871
deut4447;deut4456;0,12952308;0,19140625;0,1328125;0,3225806452;0,4193548387
deut4447;deut4465;0,03166777;0,23828125;0,01953125;0,3170731707;0,5853658537
deut4447;deut4470;-0,01381357;0,12109375;0;0,3548387097;0,5806451613
deut4447;deut4485;0,10784188;0,40234375;0,13671875;0,3064516129;0,5
deut4448;deut4424;-0,0411531;0,1796875;0,128125;0,25;0,2840909091
deut4448;deut4438;-0,01891264;0,3200431034;0;0,2954545455;0,5
deut4448;deut4444;0,05420939;0,3372395833;0;0,25;0,5795454545
deut4448;deut4447;0,07028824;0,39375;0,034375;0,375;0,5909090909
deut4448;deut4448;6,5514;1;1;1;1
deut4448;deut4455;0,19421234;0,1875;0,0056074766;0,2386363636;0,3409090909
deut4448;deut4456;0,12448482;0,175;0,11875;0,2840909091;0,3295454545
deut4448;deut4470;-0,02525426;0,078125;0;0,2954545455;0,5113636364
deut4448;deut4474;0,06201783;0,3546875;0,00625;0,2727272727;0,3636363636
deut4448;deut4485;0,09483913;0,30625;0,096875;0,2613636364;0,4318181818
deut4449;deut4414;0,25773542;0,4010416667;0,25;0,3416666667;0,475
deut4449;deut4419;0,11872222;0,2786458333;0,0859375;0,25;0,4333333333
deut4449;deut4420;0,11677595;0,2721354167;0,0859375;0,25;0,45
deut4449;deut4424;0,34938498;0,1614583333;0,140625;0,2;0,2083333333
deut4449;deut4438;0,22288875;0,2877155172;0,0032626427;0,2666666667;0,4166666667
deut4449;deut4449;6,5514;1;1;1;1
deut4449;deut4455;0,14057649;0,1197916667;0,0103626943;0,1833333333;0,25
deut4449;deut4456;0,2480699;0,1276041667;0,09375;0,2083333333;0,2416666667
deut4449;deut4467;0,17501997;0,3307291667;0,1458333333;0,3083333333;0,425
deut4449;deut4495;0,18416091;0,3606770833;0,2083333333;0,2;0,325
deut4450;deut4414;0,06621428;0,40625;0,078125;0,3363636364;0,4909090909
deut4450;deut4419;0,05896851;0,2942708333;0,1067708333;0,2909090909;0,5363636364
deut4450;deut4424;0,49599621;0,1666666667;0,1432291667;0,1909090909;0,2272727273
deut4450;deut4438;0,22335725;0,3060344828;0,0249169435;0,3272727273;0,4636363636
deut4450;deut4450;6,5514;1;1;1;1
deut4450;deut4455;0,15955901;0,1614583333;0,0090744102;0,2090909091;0,2727272727
deut4450;deut4456;0,26544938;0,1458333333;0,125;0,1909090909;0,2636363636
deut4450;deut4465;0,21760553;0,2213541667;0,1145833333;0,3727272727;0,5545454545
deut4450;deut4485;0,13584895;0,3020833333;0,15625;0,2636363636;0,3545454545
deut4450;deut4495;0,19451964;0,359375;0,125;0,2636363636;0,3636363636
deut4451;deut4410;-0,0019911;0,4375;0,1217105263;0,3571428571;0,5892857143
deut4451;deut4417;-0,03333333;0,1476449275;0,0252707581;0,2196969697;0,3257575758
deut4451;deut4425;-0,04166667;0,4010416667;0,1354166667;0,2765957447;0,5106382979
deut4451;deut4440;-0,02174245;0,5079365079;0,0833333333;0,3157894737;0,5438596491
deut4451;deut4445;-0,03333333;0,25;0,0103626943;0,2631578947;0,4210526316
deut4451;deut4446;-0,00383419;0,3828125;0,078125;0,3255813953;0,6511627907
deut4451;deut4451;6,5514;1;1;1;1
deut4451;deut4463;-0,03333333;0,21875;0;0,320754717;0,4905660377
deut4451;deut4476;-0,03333333;0,4427083333;0,2239583333;0,3913043478;0,5652173913
deut4451;deut4483;-0,03333333;0,2300347222;0,1051724138;0,3243243243;0,5
deut4452;deut4417;-0,00462963;0,0634057971;0,0097777778;0,2121212121;0,2954545455
deut4452;deut4425;-0,01388889;0,2578125;0,023255814;0,2765957447;0,5106382979
deut4452;deut4431;-0,01724138;0,3333333333;0,0486111111;0,358974359;0,6153846154
deut4452;deut4437;2,32383501;0,5390625;0,4296875;0,4814814815;0,6111111111
deut4452;deut4439;0,10151346;0,0577830189;0,0068493151;0,2738095238;0,4285714286
deut4452;deut4445;-0,00462963;0,0202020202;0,0161290323;0,1973684211;0,4078947368
deut4452;deut4452;6,5514;1;1;1;1
deut4452;deut4463;-0,00462963;0,1041666667;0,0172413793;0,2641509434;0,5094339623
deut4452;deut4476;-0,00462963;0,28125;0,0432098765;0,2826086957;0,5434782609
deut4452;deut4483;-0,00462963;0,1041666667;0,0711805556;0,3108108108;0,5
deut4453;deut4406;0,05796474;0,1819852941;0,0971223022;0,3421052632;0,5
deut4453;deut4407;-0,02214282;0,1902173913;0,160326087;0,2197802198;0,3186813187
deut4453;deut4427;0,24405964;0,09375;0;0,2837837838;0,3783783784
deut4453;deut4428;0,37632609;0,2447916667;0;0,375;0,525
deut4453;deut4442;0,03922056;0,35;0;0,2653061224;0,4285714286
deut4453;deut4453;6,5514;1;1;1;1
deut4453;deut4458;0,32859365;0,2708333333;0,0102040816;0,2835820896;0,3880597015
deut4453;deut4459;0,11279116;0,14375;0,0826446281;0,2666666667;0,3866666667
deut4453;deut4461;0,06730327;0,165;0,1175;0,1479289941;0,1715976331
deut4453;deut4473;0,28962751;0,3177083333;0,0520833333;0,28;0,5
deut4454;deut4423;0,1168412;0,1475;0,0119331742;0,2857142857;0,369047619
deut4454;deut4431;0,29653162;0,3541666667;0,0337837838;0,3125;0,5625
deut4454;deut4444;0,29467567;0,1953125;0,1443298969;0,2692307692;0,3461538462
deut4454;deut4445;-0,01190476;0,125;0;0,2763157895;0,4078947368
deut4454;deut4454;6,5514;1;1;1;1
deut4454;deut4455;0,05792313;0,1467391304;0,0268817204;0,3225806452;0,5483870968
deut4454;deut4456;0,15562248;0,225;0,0105263158;0,3548387097;0,5161290323
deut4454;deut4463;0,27792174;0,075;0;0,3396226415;0,4716981132
deut4454;deut4476;0,26032981;0,29375;0,1402439024;0,3260869565;0,4782608696
deut4454;deut4483;-0,01190476;0,1006944444;0,087628866;0,2972972973;0,4054054054
deut4455;deut4414;0,13351433;0,3777173913;0,0134228188;0,3333333333;0,4833333333
deut4455;deut4419;0,12990733;0,1711956522;0,0159817352;0,2857142857;0,4126984127
deut4455;deut4424;0,16218778;0,1222826087;0,0241935484;0,3666666667;0,5333333333
deut4455;deut4438;0,13351433;0,4256465517;0,1530172414;0,3846153846;0,5192307692
deut4455;deut4448;0,19421234;0,1875;0,0056074766;0,2386363636;0,3409090909
deut4455;deut4449;0,14057649;0,1197916667;0,0103626943;0,1833333333;0,25
deut4455;deut4450;0,15955901;0,1614583333;0,0090744102;0,2090909091;0,2727272727
deut4455;deut4455;6,5514;1;1;1;1
deut4455;deut4456;0,25556084;0,1086956522;0,0161290323;0,4;0,6
deut4455;deut4465;0,21492111;0,1019021739;0,0096153846;0,243902439;0,3536585366
deut4456;deut4419;0,15554122;0,253125;0,06875;0,3174603175;0,4285714286
deut4456;deut4420;0,15554122;0,246875;0,06875;0,3125;0,421875
deut4456;deut4424;0,60471515;0,1484375;0,0128205128;0,4482758621;0,6206896552
deut4456;deut4438;0,23531034;0,1185344828;0,0363247863;0,3461538462;0,5
deut4456;deut4449;0,2480699;0,1276041667;0,09375;0,2083333333;0,2416666667
deut4456;deut4450;0,26544938;0,1458333333;0,125;0,1909090909;0,2636363636
deut4456;deut4455;0,25556084;0,1086956522;0,0161290323;0,4;0,6
deut4456;deut4456;6,5514;1;1;1;1
deut4456;deut4465;0,97172291;0,2142857143;0;0,2682926829;0,3536585366
deut4456;deut4475;0,1539124;0,09765625;0,0639534884;0,2173913043;0,3152173913
deut4457;deut4399;-0,04923788;0,328125;0,0104166667;0,2580645161;0,5806451613
deut4457;deut4400;0,0075415;0,33984375;0;0,2268041237;0,5463917526
deut4457;deut4403;0,03125239;0,1848958333;0,0182291667;0,2043010753;0,2795698925
deut4457;deut4415;0,05160581;0,1041666667;0,015625;0,2903225806;0,4193548387
deut4457;deut4417;-0,01910461;0,2767210145;0,0057613169;0,3939393939;0,5606060606
deut4457;deut4457;6,5514;1;1;1;1
deut4457;deut4462;-0,01401219;0,3828125;0,1432291667;0,3440860215;0,5268817204
deut4457;deut4468;0,04713955;0,2239583333;0,0815972222;0,2365591398;0,4408602151
deut4457;deut4481;-0,02836387;0,2816840278;0,015625;0,2300884956;0,5309734513
deut4457;deut4484;-0,02214947;0,2665719697;0,0070546737;0,3267326733;0,5544554455
deut4458;deut4401;0,30846959;0,2942708333;0,0625;0,2835820896;0,328358209
deut4458;deut4407;0,11644444;0,3831521739;0,0788043478;0,3406593407;0,5934065934
deut4458;deut4416;0,15106376;0,2578125;0;0,2463768116;0,5652173913
deut4458;deut4421;0,08482661;0,2838541667;0,0086956522;0,2835820896;0,3731343284
deut4458;deut4436;-0,03548834;0,2838541667;0,0186915888;0,2537313433;0,4029850746
deut4458;deut4453;0,32859365;0,2708333333;0,0102040816;0,2835820896;0,3880597015
deut4458;deut4458;6,5514;1;1;1;1
deut4458;deut4459;0,05597063;0,2895833333;0;0,28;0,5866666667
deut4458;deut4460;0,03841948;0,3107638889;0;0,2840909091;0,5227272727
deut4458;deut4461;0,0314731;0,29875;0,1175;0,2544378698;0,3846153846
deut4459;deut4406;0,12956107;0,3520833333;0,1354166667;0,32;0,48
deut4459;deut4407;0,05922187;0,4;0;0,3296703297;0,5604395604
deut4459;deut4436;-0,03548834;0,225;0,1395833333;0,2666666667;0,44
deut4459;deut4453;0,11279116;0,14375;0,0826446281;0,2666666667;0,3866666667
deut4459;deut4458;0,05597063;0,2895833333;0;0,28;0,5866666667
deut4459;deut4459;6,5514;1;1;1;1
deut4459;deut4460;0,02553524;0,38125;0,0354166667;0,3181818182;0,5568181818
deut4459;deut4461;0,09227424;0,2041666667;0;0,2721893491;0,4201183432
deut4459;deut4462;-0,03315221;0,3114583333;0,0958333333;0,2933333333;0,64
deut4459;deut4473;0,1126563;0,315625;0,0791666667;0,3066666667;0,5333333333
deut4460;deut4407;0,02308508;0,3845108696;0,0597826087;0,2857142857;0,5274725275
deut4460;deut4436;-0,06184324;0,2881944444;0,0763888889;0,2386363636;0,375
deut4460;deut4441;-0,0514043;0,2916666667;0,0555555556;0,2954545455;0,4090909091
deut4460;deut4458;0,03841948;0,3107638889;0;0,2840909091;0,5227272727
deut4460;deut4459;0,02553524;0,38125;0,0354166667;0,3181818182;0,5568181818
deut4460;deut4460;6,5514;1;1;1;1
deut4460;deut4461;0,05713945;0,29;0;0,3431952663;0,4674556213
deut4460;deut4469;-0,00586126;0,1631944444;0;0,3295454545;0,5340909091
deut4460;deut4471;0,12907656;0,3454861111;0,0099009901;0,2777777778;0,5444444444
deut4460;deut4473;-0,04964539;0,3263888889;0;0,3295454545;0,4886363636
deut4461;deut4407;0,04053067;0,23875;0;0,2721893491;0,4674556213
deut4461;deut4436;-0,07098765;0,2125;0,0825;0,1715976331;0,1952662722
deut4461;deut4453;0,06730327;0,165;0,1175;0,1479289941;0,1715976331
deut4461;deut4458;0,0314731;0,29875;0,1175;0,2544378698;0,3846153846
deut4461;deut4459;0,09227424;0,2041666667;0;0,2721893491;0,4201183432
deut4461;deut4460;0,05713945;0,29;0;0,3431952663;0,4674556213
deut4461;deut4461;6,5514;1;1;1;1
deut4461;deut4469;-0,05452841;0,1725;0,0825;0,2426035503;0,3668639053
deut4461;deut4471;0,03132829;0,3175;0,0275;0,2721893491;0,449704142
deut4461;deut4473;0,0158348;0,24875;0,0097799511;0,2130177515;0,2958579882
deut4462;deut4407;-0,03474734;0,3913043478;0,1630434783;0,2637362637;0,5494505495
deut4462;deut4417;-0,04181178;0,1476449275;0,0036036036;0,2424242424;0,4090909091
deut4462;deut4423;-0,0414207;0,3325;0,0069284065;0,2976190476;0,5
deut4462;deut4427;-0,03559845;0,1510416667;0,0099502488;0,3108108108;0,5810810811
deut4462;deut4445;-0,03735027;0,2291666667;0;0,2894736842;0,4868421053
deut4462;deut4457;-0,01401219;0,3828125;0,1432291667;0,3440860215;0,5268817204
deut4462;deut4459;-0,03315221;0,3114583333;0,0958333333;0,2933333333;0,64
deut4462;deut4462;6,5514;1;1;1;1
deut4462;deut4483;-0,04181178;0,2005208333;0,0501730104;0,3243243243;0,5675675676
deut4462;deut4484;-0,01004197;0,1515151515;0,0291353383;0,2772277228;0,4455445545
deut4463;deut4417;0,20348333;0,0525362319;0,0017699115;0,2878787879;0,3939393939
deut4463;deut4423;0,34581434;0,115;0;0,380952381;0,5238095238
deut4463;deut4424;0,34480303;0,1388888889;0,0294117647;0,320754717;0,4339622642
deut4463;deut4431;0,15621777;0,1875;1,11022302462516E-16;0,4339622642;0,5094339623
deut4463;deut4445;0,08192925;0,3333333333;0,25;0,4078947368;0,5921052632
deut4463;deut4454;0,27792174;0,075;0;0,3396226415;0,4716981132
deut4463;deut4463;6,5514;1;1;1;1
deut4463;deut4465;0,28461838;0,1984126984;0,0075757576;0,3414634146;0,512195122
deut4463;deut4476;0,15752363;0,18125;0;0,4528301887;0,6037735849
deut4463;deut4483;0,19692642;0,0572916667;0,0328151986;0,3918918919;0,527027027
deut4464;deut4405;-0,07343951;0,2578125;0,0625;0,2142857143;0,3714285714
deut4464;deut4413;-0,04804783;0,25;0,0062111801;0,2285714286;0,5857142857
deut4464;deut4416;0,02995469;0,2760416667;0,0416666667;0,1571428571;0,5428571429
deut4464;deut4434;-0,04160293;0,265625;0,0208333333;0,2558139535;0,5813953488
deut4464;deut4439;-0,04101373;0,0742924528;0;0,2142857143;0,5595238095
deut4464;deut4464;6,5514;1;1;1;1
deut4464;deut4471;-0,04959494;0,2770833333;0,0083333333;0,2444444444;0,5666666667
deut4464;deut4478;-0,14055951;0,296875;0,03125;0,2428571429;0,4285714286
deut4464;deut4479;-0,03716709;0,2951388889;0,0082417582;0,2019230769;0,5961538462
deut4464;deut4480;-0,07926472;0,066722973;0,0075376884;0,2653061224;0,5714285714
deut4465;deut4414;0,0832333;0,1833333333;0,0077220077;0,3414634146;0,5487804878
deut4465;deut4424;0,23976956;0,2380952381;0;0,256097561;0,3048780488
deut4465;deut4438;0,10065407;0,1293103448;0,0077669903;0,3780487805;0,512195122
deut4465;deut4443;0,17866522;0,1587301587;0,0067567568;0,3292682927;0,5365853659
deut4465;deut4450;0,21760553;0,2213541667;0,1145833333;0,3727272727;0,5545454545
deut4465;deut4455;0,21492111;0,1019021739;0,0096153846;0,243902439;0,3536585366
deut4465;deut4456;0,97172291;0,2142857143;0;0,2682926829;0,3536585366
deut4465;deut4463;0,28461838;0,1984126984;0,0075757576;0,3414634146;0,512195122
deut4465;deut4465;6,5514;1;1;1;1
deut4465;deut4485;0,14098637;0,1631944444;0,0105263158;0,3170731707;0,4512195122
deut4466;deut4400;-0,01393795;0,2003676471;0,0090460526;0,2;0,5
deut4466;deut4410;0,0687651;0,2274816176;0,0114638448;0,3;0,48
deut4466;deut4417;-0,00792117;0,4293478261;0,024068323;0,4015151515;0,6060606061
deut4466;deut4445;-0,01129932;0,0505514706;0;0,34;0,52
deut4466;deut4446;0,10654573;0,0900735294;0,0035682426;0,29;0,4
deut4466;deut4451;-0,04943507;0,1378676471;0,0146520147;0,29;0,42
deut4466;deut4466;6,5514;1;1;1;1
deut4466;deut4481;-0,01651224;0,1184129902;0,0100111235;0,203539823;0,4955752212
deut4466;deut4483;-0,01082188;0,2251838235;0,015625;0,37;0,54
deut4466;deut4486;-0,06654936;0,0762867647;0,0026833631;0,26;0,39
deut4467;deut4410;-0,04722444;0,4539473684;0,1743421053;0,3;0,5666666667
deut4467;deut4414;0,04888889;0,4166666667;0,0375;0,3;0,55
deut4467;deut4419;-0,03638335;0,328125;0,0242718447;0,3015873016;0,5396825397
deut4467;deut4420;-0,03638335;0,3125;0,0238095238;0,296875;0,53125
deut4467;deut4444;-0,02163278;0,3802083333;0,1701030928;0,358974359;0,5641025641
deut4467;deut4448;-0,05473786;0,3203125;0,034375;0,2954545455;0,5340909091
deut4467;deut4449;0,17501997;0,3307291667;0,1458333333;0,3083333333;0,425
deut4467;deut4467;6,5514;1;1;1;1
deut4467;deut4468;-0,02109087;0,3159722222;0,1163194444;0,25;0,6
deut4467;deut4495;0,08712244;0,4244791667;0,0049019608;0,4;0,5666666667
deut4468;deut4414;0,08922582;0,2736111111;0,0291666667;0,25;0,5833333333
deut4468;deut4415;0,19141374;0,1858974359;0;0,2765957447;0,5957446809
