pair;A;B;ms;gar;interval;parson;shapeh;shapetime
5923;DEUT4453.JSON;DEUT4490.JSON;0,3897270115;0,2135416667;0,1851851852;0,3888888889;-0,03703704;-0,15384615
5924;DEUT4453.JSON;DEUT4491.JSON;0,5219109195;0,203125;0,2432432432;0,4594594595;-0,07034004;0,02664069
5925;DEUT4453.JSON;DEUT4492.JSON;0,3822437739;0,21875;0,224137931;0,4137931034;-0,03703704;-0,15384615
5926;DEUT4453.JSON;DEUT4493.JSON;0,3807471264;0,203125;0,2037037037;0,3888888889;-0,01851852;-0,25
5927;DEUT4453.JSON;DEUT4494.JSON;0,3747605364;0,1302083333;0,3103448276;0,4482758621;-0,01851852;-0,22040982
5928;DEUT4453.JSON;DEUT4495.JSON;0,3982170846;0,0454545455;0,175;0,425;-0,01851852;-0,02182386
5929;DEUT4453.JSON;DEUT4496.JSON;0,3822437739;0,15625;0,2142857143;0,375;-0,03703704;-0,01766375
5930;DEUT4453.JSON;DEUT4497.JSON;0,5251885776;0,1875;0,2368421053;0,5263157895;-0,01851852;0,08531026
5931;DEUT4453.JSON;DEUT4498.JSON;0,3799988027;0,0510204082;0,224137931;0,3965517241;-0,01851852;-0,25
5932;DEUT4453.JSON;DEUT4499.JSON;0,548670977;0,1484375;0,3055555556;0,5277777778;-0,01851852;-0,22752317
5933;DEUT4453.JSON;DEUT4500.JSON;0,5442708333;0,265625;0,243902439;0,512195122;-0,03703704;-0,15384615
5934;DEUT4453.JSON;DEUT4501.JSON;0,5898501642;0,0357142857;0,3529411765;0,5098039216;-0,01851852;-0,05253944
5935;DEUT4453.JSON;DEUT4502.JSON;0,2015984195;0,1333333333;0,2972972973;0,3918918919;-0,01851852;0,1747705
5936;DEUT4453.JSON;DEUT4503.JSON;0,5374461207;0,0298507463;0,3448275862;0,5517241379;-0,02272727;0,21638253
5937;DEUT4454.JSON;DEUT4398.JSON;0,2503831418;0,1743421053;0,3088235294;0,4264705882;-0,00289415;-0,06547619
5938;DEUT4454.JSON;DEUT4399.JSON;0,3665289751;0,125;0,2615384615;0,4;0,03136507;-0,05952381
5939;DEUT4454.JSON;DEUT4400.JSON;0,2278325123;0,1428571429;0,2164948454;0,3092783505;0,03136507;-0,01276232
5940;DEUT4454.JSON;DEUT4401.JSON;0,5287356322;0,05;0,3548387097;0,5483870968;-0,04026671;-0,02952424
5941;DEUT4454.JSON;DEUT4402.JSON;0,5039184953;0,1287878788;0,3220338983;0,4745762712;-0,01724138;-0,11904762
5942;DEUT4454.JSON;DEUT4403.JSON;0,5953663793;0;0,2580645161;0,5483870968;-0,02083333;-0,13768116
5943;DEUT4454.JSON;DEUT4404.JSON;0,5127514368;0,0757575758;0,2580645161;0,5161290323;-0,05995906;-0,09710431
5944;DEUT4454.JSON;DEUT4405.JSON;0,6252155172;0;0,2580645161;0,4193548387;-0,06801677;-0,12345679
5945;DEUT4454.JSON;DEUT4406.JSON;0,2671779919;0,0827338129;0,3421052632;0,5263157895;-0,03448276;-0,07738095
5946;DEUT4454.JSON;DEUT4407.JSON;0,2119252874;0,1494565217;0,2197802198;0,3076923077;0,01575313;-0,00047548
5947;DEUT4454.JSON;DEUT4408.JSON;0,2687978927;0,1643835616;0,224137931;0,3965517241;-0,05093589;-0,03113932
5948;DEUT4454.JSON;DEUT4409.JSON;0,1230716878;0,0113085622;0,3125;0,453125;-0,00303533;-0,05027013
5949;DEUT4454.JSON;DEUT4410.JSON;0,2489791289;0,1818181818;0,2321428571;0,4107142857;-0,03448276;-0,03934597
5950;DEUT4454.JSON;DEUT4411.JSON;0,6195522031;0,1145833333;0,1290322581;0,4838709677;-0,04545455;-0,08655462
5951;DEUT4454.JSON;DEUT4412.JSON;0,46475894;0,0738255034;0,3333333333;0,5625;-0,01724138;-0,04655867
5952;DEUT4454.JSON;DEUT4413.JSON;0,4887053001;0,2083333333;0,2542372881;0,4237288136;-0,03448276;-0,18709648
5953;DEUT4454.JSON;DEUT4414.JSON;0,3081896552;0,1791666667;0,3333333333;0,4833333333;-0,00255297;-0,04166667
5954;DEUT4454.JSON;DEUT4415.JSON;0,4646551724;2,22044604925031E-16;0,3953488372;0,5581395349;-0,05141825;-0,03719108
5955;DEUT4454.JSON;DEUT4416.JSON;0,3837404215;0,140625;0,2898550725;0,4202898551;-0,03193567;-0,05104928
5956;DEUT4454.JSON;DEUT4417.JSON;0,0698609029;0,0180505415;0,1893939394;0,2348484848;0,03136507;-0,01190476
5957;DEUT4454.JSON;DEUT4418.JSON;0,3092805449;0,0181818182;0,3863636364;0,5;-0,01724138;-0,20238095
5958;DEUT4454.JSON;DEUT4419.JSON;0,4335488506;0,125;0,3015873016;0,4285714286;-0,00255297;-0,04166667
5959;DEUT4454.JSON;DEUT4420.JSON;0,4281609195;0,11875;0,296875;0,421875;-0,00255297;-0,04166667
5960;DEUT4454.JSON;DEUT4421.JSON;0,5228538075;0,0681818182;0,2903225806;0,4516129032;-0,04347826;-0,03701983
5961;DEUT4454.JSON;DEUT4422.JSON;0,3807471264;0,1326530612;0,25;0,45;-0,03448276;-0,0769282
5962;DEUT4454.JSON;DEUT4423.JSON;0,1806034483;0,0119331742;0,2857142857;0,369047619;0,03611219;0,1168412
5963;DEUT4454.JSON;DEUT4424.JSON;0,6958333333;0,3375;0,3870967742;0,5806451613;-0,00321896;-0,05032637
5964;DEUT4454.JSON;DEUT4425.JSON;0,5196659483;0,2109375;0,3829787234;0,5106382979;0,03136507;-0,02380952
5965;DEUT4454.JSON;DEUT4426.JSON;0,5502873563;0,25;0,3541666667;0,5208333333;-0,01724138;0,01312857
5966;DEUT4454.JSON;DEUT4427.JSON;0,3111230843;0,0083333333;0,2567567568;0,3918918919;0,00220003;-0,05104928
5967;DEUT4454.JSON;DEUT4428.JSON;0,5183788314;0;0,4;0,475;-0,03448276;-0,08081118
5968;DEUT4454.JSON;DEUT4429.JSON;0,4402979431;0,0576923077;0,2580645161;0,4838709677;-0,01923077;-0,07434968
5969;DEUT4454.JSON;DEUT4430.JSON;0,4025862069;0;0,2580645161;0,4838709677;-0,01923077;-0,07434968
5970;DEUT4454.JSON;DEUT4431.JSON;0,4956896552;0,0337837838;0,3125;0,5625;0,06493018;0,29653162
5971;DEUT4454.JSON;DEUT4432.JSON;0,5509159483;0,1666666667;0,2258064516;0,5806451613;-0,01785714;-0,11200043
5972;DEUT4454.JSON;DEUT4433.JSON;0,4736350575;0;0,2586206897;0,4310344828;-0,05092413;-0,06338311
5973;DEUT4454.JSON;DEUT4434.JSON;0,2608157727;0,1875;0,2558139535;0,3488372093;-0,03448276;-0,09462619
5974;DEUT4454.JSON;DEUT4435.JSON;0,3657806513;0,0486111111;0,2923076923;0,4307692308;-0,06540077;-0,05395206
5975;DEUT4454.JSON;DEUT4436.JSON;0,5217313218;0,0859375;0,2424242424;0,5151515152;-0,01724138;-0,02248677
5976;DEUT4454.JSON;DEUT4437.JSON;0,493669181;0,0227272727;0,3333333333;0,5;-0,00289415;-0,06128882
5977;DEUT4454.JSON;DEUT4438.JSON;0,1625049544;0,0574468085;0,2884615385;0,4615384615;-0,00255297;-0,04166667
5978;DEUT4454.JSON;DEUT4439.JSON;0,0892566688;0,0269953052;0,2738095238;0,369047619;-0,03193567;-0,02915
5979;DEUT4454.JSON;DEUT4440.JSON;0,2986453202;0,1071428571;0,3157894737;0,4385964912;0,03136507;-0,03018246
5980;DEUT4454.JSON;DEUT4441.JSON;0,4962733477;2,22044604925031E-16;0,35;0,55;-0,03895928;-0,03869048
5981;DEUT4454.JSON;DEUT4442.JSON;0,558908046;0,1083333333;0,2448979592;0,4081632653;0,00220003;0,05418333
5982;DEUT4454.JSON;DEUT4443.JSON;0,5495210728;0,175;0,2765957447;0,4255319149;-0,03448276;-0,06405725
5983;DEUT4454.JSON;DEUT4444.JSON;0,2045917146;0,1443298969;0,2692307692;0,3461538462;0,03575924;0,29467567
5984;DEUT4454.JSON;DEUT4445.JSON;0,4016403257;0;0,2763157895;0,4078947368;0,03136507;-0,01190476
5985;DEUT4454.JSON;DEUT4446.JSON;0,5250987787;0,1015625;0,2857142857;0,5238095238;-0,01724138;-0,06547619
5986;DEUT4454.JSON;DEUT4447.JSON;0,300152658;0,21484375;0,3225806452;0,4677419355;-0,03171802;-0,03657184
5987;DEUT4454.JSON;DEUT4448.JSON;0,2329382184;0,1375;0,2727272727;0,3409090909;-0,03171802;-0,03980525
5988;DEUT4454.JSON;DEUT4449.JSON;0,2023467433;0,1744791667;0,1916666667;0,2583333333;-0,00255297;0,13528507
5989;DEUT4454.JSON;DEUT4450.JSON;0,2038433908;0,1588541667;0,2181818182;0,2818181818;-0,00255297;0,06061693
5990;DEUT4454.JSON;DEUT4451.JSON;0,394216954;0,2295918367;0,2558139535;0,3953488372;-0,03448276;-0,05952381
5991;DEUT4454.JSON;DEUT4452.JSON;0,5851293103;0;0,3846153846;0,5897435897;0,03136507;-0,01785714
5992;DEUT4454.JSON;DEUT4453.JSON;0,691954023;0,0487804878;0,4193548387;0,5483870968;-0,01851852;-0,02656455
5993;DEUT4454.JSON;DEUT4454.JSON;1;1;1;1;0,96963494;6,5514
5994;DEUT4454.JSON;DEUT4455.JSON;0,1939655172;0,0268817204;0,3225806452;0,5483870968;0,03211971;0,05792313
5995;DEUT4454.JSON;DEUT4456.JSON;0,5614224138;0,0105263158;0,3548387097;0,5161290323;0,03330932;0,15562248
5996;DEUT4454.JSON;DEUT4457.JSON;0,203095067;0,1510416667;0,2795698925;0,311827957;-0,01724138;-0,05526659
5997;DEUT4454.JSON;DEUT4458.JSON;0,3635356801;0,0505050505;0,2537313433;0,3731343284;-0,01724138;-0,02975982
5998;DEUT4454.JSON;DEUT4459.JSON;0,1630747126;0,1095041322;0,2666666667;0,36;-0,01724138;-0,03875566
5999;DEUT4454.JSON;DEUT4460.JSON;0,2658045977;0,1875;0,2386363636;0,3522727273;-0,05113001;0,00845053
6000;DEUT4454.JSON;DEUT4461.JSON;0,1877873563;0,0925;0,1538461538;0,1834319527;-0,05113001;-0,07738095
6001;DEUT4454.JSON;DEUT4462.JSON;0,3927203065;0,25;0,2678571429;0,4285714286;-0,01724138;0,01492437
6002;DEUT4454.JSON;DEUT4463.JSON;0,4412356322;0;0,3396226415;0,4716981132;0,06747726;0,27792174
6003;DEUT4454.JSON;DEUT4464.JSON;0,4793462644;0,0625;0,2;0,3714285714;-0,03448276;-0,10926278
6004;DEUT4454.JSON;DEUT4465.JSON;0,4471355592;0,0158730159;0,2804878049;0,3780487805;0,03124743;0,1160089
6005;DEUT4454.JSON;DEUT4466.JSON;0,0679830122;0,0009066183;0,24;0,3;-0,03448276;-0,03171409
6006;DEUT4454.JSON;DEUT4467.JSON;0,4046934866;0,2552083333;0,35;0,4666666667;-0,01724138;-0,08955989
6007;DEUT4454.JSON;DEUT4468.JSON;0,5502320955;0,0384615385;0,2127659574;0,5106382979;-0,01724138;-0,08676356
6008;DEUT4454.JSON;DEUT4469.JSON;0,4592379736;0;0,2898550725;0,3913043478;-0,03658867;-0,08333333
6009;DEUT4454.JSON;DEUT4470.JSON;0,2855603448;0,02;0,3018867925;0,3962264151;-0,06528312;-0,04193503
6010;DEUT4454.JSON;DEUT4471.JSON;0,2939176245;0,1375;0,2555555556;0,3444444444;-0,03193567;-0,00753134
6011;DEUT4454.JSON;DEUT4472.JSON;0,5097701149;2,22044604925031E-16;0,2564102564;0,5128205128;-0,00289415;-0,06374646
6012;DEUT4454.JSON;DEUT4473.JSON;0,3889786877;0,1354166667;0,34;0,46;-0,05147119;-0,0297619
6013;DEUT4454.JSON;DEUT4474.JSON;0,4111932129;0,0607734807;0,28125;0,40625;-0,03448276;-0,06143487
6014;DEUT4454.JSON;DEUT4475.JSON;0,1467088721;0,0639534884;0,2391304348;0,3152173913;-0,00255297;-0,04166667
6015;DEUT4454.JSON;DEUT4476.JSON;0,4211206897;0,1402439024;0,3260869565;0,4782608696;0,08040095;0,26032981
6016;DEUT4454.JSON;DEUT4477.JSON;0,3837404215;0,1927083333;0,3404255319;0,5106382979;-0,03193567;-0,06012919
6017;DEUT4454.JSON;DEUT4478.JSON;0,4897270115;0;0,3235294118;0,5294117647;-0,06567136;-0,11904762
6018;DEUT4454.JSON;DEUT4479.JSON;0,3034003831;0,1222222222;0,2019230769;0,2788461538;-0,03448276;-0,05395206
6019;DEUT4454.JSON;DEUT4480.JSON;0,0639270736;0,0443886097;0,2244897959;0,3163265306;-0,06567136;-0,11904762
6020;DEUT4454.JSON;DEUT4481.JSON;0,3075909962;0,1875;0,1681415929;0,2477876106;0,03136507;-0,04166667
6021;DEUT4454.JSON;DEUT4482.JSON;0,5638888889;0,2416666667;0,3409090909;0,5454545455;-0,03193567;-0,07142857
6022;DEUT4454.JSON;DEUT4483.JSON;0,1279134738;0,087628866;0,2972972973;0,4054054054;0,03136507;-0,01190476
6023;DEUT4454.JSON;DEUT4484.JSON;0,0743969871;0,0489642185;0,2178217822;0,297029703;-0,00270003;0,17506667
6024;DEUT4454.JSON;DEUT4485.JSON;0,4936941252;0,0694444444;0,2820512821;0,5384615385;-0,03148272;-0,05019172
6025;DEUT4454.JSON;DEUT4486.JSON;0,5693247126;0,0086206897;0,2051282051;0,4358974359;-0,03448276;-0,07738095
6026;DEUT4454.JSON;DEUT4487.JSON;0,5520384339;0,2421875;0,2702702703;0,4864864865;-0,01724138;-0,21428571
6027;DEUT4454.JSON;DEUT4488.JSON;0,3867337165;0,1666666667;0,2586206897;0,4137931034;-0,01724138;-0,21428571
6028;DEUT4454.JSON;DEUT4489.JSON;0,5464260057;0,2578125;0,2162162162;0,4054054054;-0,03448276;-0,07142857
6029;DEUT4454.JSON;DEUT4490.JSON;0,388230364;0,1875;0,1851851852;0,3518518519;-0,03448276;-0,125
6030;DEUT4454.JSON;DEUT4491.JSON;0,5441810345;0,0546875;0,2162162162;0,4864864865;-0,01724138;-0,06638364
6031;DEUT4454.JSON;DEUT4492.JSON;0,3837404215;0,234375;0,224137931;0,3448275862;-0,03448276;-0,125
6032;DEUT4454.JSON;DEUT4493.JSON;0,3837404215;0,1510416667;0,1851851852;0,3518518519;-0,01724138;-0,21428571
6033;DEUT4454.JSON;DEUT4494.JSON;0,3822437739;0,0625;0,2931034483;0,4310344828;-0,01724138;-0,21428571
6034;DEUT4454.JSON;DEUT4495.JSON;0,4055642633;0,1590909091;0,225;0,5;-0,01724138;-0,08867381
6035;DEUT4454.JSON;DEUT4496.JSON;0,3822437739;0,09375;0,2142857143;0,3392857143;-0,03448276;-0,125
6036;DEUT4454.JSON;DEUT4497.JSON;0,5295887213;0,0859375;0,2631578947;0,5;-0,01724138;-0,125
6037;DEUT4454.JSON;DEUT4498.JSON;0,3717672414;0,0729166667;0,224137931;0,3793103448;-0,01724138;-0,21428571
6038;DEUT4454.JSON;DEUT4499.JSON;0,5363236351;0,21875;0,2777777778;0,5;-0,01724138;-0,21428571
6039;DEUT4454.JSON;DEUT4500.JSON;0,5419360632;0,2109375;0,1951219512;0,4634146341;-0,03448276;-0,125
6040;DEUT4454.JSON;DEUT4501.JSON;0,5731732348;0,0982142857;0,3725490196;0,5294117647;-0,01724138;0,06921828
6041;DEUT4454.JSON;DEUT4502.JSON;0,2008500958;0,118556701;0,2837837838;0,4054054054;-0,01724138;-0,03092948
6042;DEUT4454.JSON;DEUT4503.JSON;0,5286458333;0,1287878788;0,3548387097;0,5161290323;-0,02272727;-0,0412393
6043;DEUT4455.JSON;DEUT4398.JSON;0,6043853073;0,0043763676;0,3088235294;0,4411764706;0,01462811;-0,05293999
6044;DEUT4455.JSON;DEUT4399.JSON;0,4167135182;0,0144329897;0,2307692308;0,3846153846;-0,00264415;-0,08024691
6045;DEUT4455.JSON;DEUT4400.JSON;0,5432283858;0,0054945055;0,206185567;0,2783505155;-0,00264415;-0,04938272
6046;DEUT4455.JSON;DEUT4401.JSON;0,2374437781;0,0913978495;0,3;0,5333333333;-0,02173913;-0,10606061
6047;DEUT4455.JSON;DEUT4402.JSON;0,3071589205;0,0164319249;0,2542372881;0,4576271186;-0,05298655;-0,14197531
6048;DEUT4455.JSON;DEUT4403.JSON;0,2390054973;0,0175;0,2333333333;0,4666666667;-0,06181764;-0,15942029
6049;DEUT4455.JSON;DEUT4404.JSON;0,3154204148;0,0185185185;0,3;0,5333333333;-0,02;-0,08248327
6050;DEUT4455.JSON;DEUT4405.JSON;0,1800349825;0,077540107;0,3;0,5666666667;-0,01785714;-0,14197531
6051;DEUT4455.JSON;DEUT4406.JSON;0,5705897051;0;0,3421052632;0,5526315789;-0,01785714;-0,09876543
6052;DEUT4455.JSON;DEUT4407.JSON;0,5741816592;0,0132575758;0,2527472527;0,3186813187;-0,05298655;-0,05861657
6053;DEUT4455.JSON;DEUT4408.JSON;0,6186906547;0;0,2931034483;0,4310344828;-0,01785714;-0,05081114
6054;DEUT4455.JSON;DEUT4409.JSON;0,5353145796;0,0740131579;0,28125;0,4375;0,01462811;-0,04195563
6055;DEUT4455.JSON;DEUT4410.JSON;0,6707583708;0,0153846154;0,2857142857;0,4107142857;-0,06962519;-0,05932175
6056;DEUT4455.JSON;DEUT4411.JSON;0,2421289355;0,0183246073;0,1333333333;0,5333333333;-0,04545455;-0,0752128
6057;DEUT4455.JSON;DEUT4412.JSON;0,3241504248;0,0159453303;0,2916666667;0,5416666667;-0,01785714;-0,08736081
6058;DEUT4455.JSON;DEUT4413.JSON;0,3015054973;0,0045045045;0,2881355932;0,4576271186;-0,03571429;-0,20183304
6059;DEUT4455.JSON;DEUT4414.JSON;0,568621939;0,0134228188;0,3333333333;0,4833333333;0,06761466;0,13351433
6060;DEUT4455.JSON;DEUT4415.JSON;0,1200962019;0,0052219321;0,2790697674;0,511627907;-0,01785714;-0,04876265
6061;DEUT4455.JSON;DEUT4416.JSON;0,4303785607;0,0124378109;0,2608695652;0,4202898551;-0,01785714;-0,06242302
6062;DEUT4455.JSON;DEUT4417.JSON;0,3095171164;0,115942029;0,1666666667;0,2272727273;-0,00264415;-0,0308642
6063;DEUT4455.JSON;DEUT4418.JSON;0,5209738881;0;0,2727272727;0,4545454545;-0,05298655;-0,22839506
6064;DEUT4455.JSON;DEUT4419.JSON;0,3379872564;0,0159817352;0,2857142857;0,4126984127;0,06761466;0,12990733
6065;DEUT4455.JSON;DEUT4420.JSON;0,3317716142;0,0159090909;0,265625;0,40625;0,06761466;0,12990733
6066;DEUT4455.JSON;DEUT4421.JSON;0,3208864318;0,0298913043;0,2333333333;0,5;-0,04347826;-0,07530633
6067;DEUT4455.JSON;DEUT4422.JSON;0,4561469265;0,0046620047;0,3;0,5;-0,03571429;-0,07899267
6068;DEUT4455.JSON;DEUT4423.JSON;0,6177873563;0,012567325;0,2142857143;0,3571428571;-0,03285081;-0,06144631
6069;DEUT4455.JSON;DEUT4424.JSON;0,1590767116;0,0241935484;0,3666666667;0,5333333333;0,0823135;0,16218778
6070;DEUT4455.JSON;DEUT4425.JSON;0,3091735382;0,0025641026;0,2978723404;0,5319148936;-0,00264415;-0,04320988
6071;DEUT4455.JSON;DEUT4426.JSON;0,2497188906;0,012195122;0,3125;0,5;-0,01785714;-0,08024691
6072;DEUT4455.JSON;DEUT4427.JSON;0,1625281109;0,0073529412;0,2972972973;0,3918918919;-0,0326924;-0,07340541
6073;DEUT4455.JSON;DEUT4428.JSON;0,2151892804;0,0129533679;0,375;0,55;-0,03571429;-0,09133835
6074;DEUT4455.JSON;DEUT4429.JSON;0,3712674913;0,0159574468;0,2333333333;0,5666666667;-0,01923077;-0,0628282
6075;DEUT4455.JSON;DEUT4430.JSON;0,1093515742;0,0134048257;0,2333333333;0,5666666667;-0,01923077;-0,05522692
6076;DEUT4455.JSON;DEUT4431.JSON;0,3514805097;0,0076142132;0,34375;0,59375;0,03211971;0,0744015
6077;DEUT4455.JSON;DEUT4432.JSON;0,3197151424;2,22044604925031E-16;0,2333333333;0,5666666667;-0,05298655;-0,13252577
6078;DEUT4455.JSON;DEUT4433.JSON;0,1441466767;0,0025906736;0,275862069;0,4482758621;-0,01785714;-0,07185323
6079;DEUT4455.JSON;DEUT4434.JSON;0,5907671164;0,0124740125;0,2441860465;0,3372093023;-0,03571429;-0,16049383
6080;DEUT4455.JSON;DEUT4435.JSON;0,3964111694;0;0,3230769231;0,4461538462;-0,01785714;-0,0744688
6081;DEUT4455.JSON;DEUT4436.JSON;0,3017553723;0,018134715;0,303030303;0,5151515152;-0,05028757;0,00061353
6082;DEUT4455.JSON;DEUT4437.JSON;0,2978510745;0,014354067;0,2962962963;0,5;0,01462811;-0,05430131
6083;DEUT4455.JSON;DEUT4438.JSON;0,6676947087;0,1530172414;0,3846153846;0,5192307692;0,06761466;0,13351433
6084;DEUT4455.JSON;DEUT4439.JSON;0,4049894275;0,0837264151;0,25;0,3571428571;-0,01785714;-0,09259259
6085;DEUT4455.JSON;DEUT4440.JSON;0,6004497751;0,0159090909;0,3157894737;0,4385964912;-0,00264415;-0,05555556
6086;DEUT4455.JSON;DEUT4441.JSON;0,3013649425;0,0131233596;0,35;0,55;-0,00338134;0,04714011
6087;DEUT4455.JSON;DEUT4442.JSON;0,2652111444;0,0072992701;0,2653061224;0,4285714286;-0,0326924;-0,06498193
6088;DEUT4455.JSON;DEUT4443.JSON;0,2612756122;0,0117647059;0,3191489362;0,4680851064;-0,03571429;-0,09222491
6089;DEUT4455.JSON;DEUT4444.JSON;0,6201957615;0,0055762082;0,2692307692;0,358974359;0,05195082;-0,04195563
6090;DEUT4455.JSON;DEUT4445.JSON;0,198432034;0,0075566751;0,2631578947;0,3815789474;-0,00264415;-0,0308642
6091;DEUT4455.JSON;DEUT4446.JSON;0,2966797851;0,0172839506;0,2857142857;0,5476190476;-0,01785714;-0,08641975
6092;DEUT4455.JSON;DEUT4447.JSON;0,5707146427;0;0,2903225806;0,435483871;0,037408;-0,04195563
6093;DEUT4455.JSON;DEUT4448.JSON;0,5377155172;0,0056074766;0,2386363636;0,3409090909;0,14266828;0,19421234
6094;DEUT4455.JSON;DEUT4449.JSON;0,5077975335;0,0103626943;0,1833333333;0,25;0,06761466;0,14057649
6095;DEUT4455.JSON;DEUT4450.JSON;0,5745480125;0,0090744102;0,2090909091;0,2727272727;0,06761466;0,15955901
6096;DEUT4455.JSON;DEUT4451.JSON;0,4456053223;0,0046728972;0,2790697674;0,4418604651;-0,05270629;-0,08024691
6097;DEUT4455.JSON;DEUT4452.JSON;0,2108945527;0,0152284264;0,2564102564;0,5384615385;-0,00264415;-0,03703704
6098;DEUT4455.JSON;DEUT4453.JSON;0,1924037981;0,0106951872;0,2666666667;0,5;-0,05494901;-0,06410256
6099;DEUT4455.JSON;DEUT4454.JSON;0,1939655172;0,0268817204;0,3225806452;0,5483870968;0,03211971;0,05792313
6100;DEUT4455.JSON;DEUT4455.JSON;1;1;1;1;0,98044914;6,5514
6101;DEUT4455.JSON;DEUT4456.JSON;0,1551724138;0,0161290323;0,4;0,6;0,14250603;0,25556084
6102;DEUT4455.JSON;DEUT4457.JSON;0,5699233716;0,0111317254;0,2258064516;0,311827957;-0,05298655;-0,09438273
6103;DEUT4455.JSON;DEUT4458.JSON;0,4191810345;0,0139211137;0,2686567164;0,3731343284;-0,05298655;-0,05932175
6104;DEUT4455.JSON;DEUT4459.JSON;0,5857638889;0,0117252931;0,2666666667;0,3733333333;-0,05298655;-0,05932175
6105;DEUT4455.JSON;DEUT4460.JSON;0,5235507246;0,006302521;0,2386363636;0,3295454545;-0,01785714;-0,09876543
6106;DEUT4455.JSON;DEUT4461.JSON;0,4433908046;0,0108695652;0,1538461538;0,1775147929;-0,01785714;-0,09876543
6107;DEUT4455.JSON;DEUT4462.JSON;0,4308314593;0,0024691358;0,2857142857;0,4464285714;-0,05298655;-0,10562273
6108;DEUT4455.JSON;DEUT4463.JSON;0,1648082209;0,0078534031;0,3962264151;0,5283018868;-0,00036555;0,06498529
6109;DEUT4455.JSON;DEUT4464.JSON;0,2596201899;0,0094117647;0,2;0,3714285714;-0,03571429;-0,11602971
6110;DEUT4455.JSON;DEUT4465.JSON;0,2440654673;0,0096153846;0,243902439;0,3536585366;0,10237852;0,21492111
6111;DEUT4455.JSON;DEUT4466.JSON;0,314332953;0,1360294118;0,22;0,3;-0,06962519;-0,05932175
6112;DEUT4455.JSON;DEUT4467.JSON;0,422569965;0,013667426;0,35;0,4666666667;-0,00019496;-0,12308911
6113;DEUT4455.JSON;DEUT4468.JSON;0,2447370065;0,0074812968;0,2765957447;0,5531914894;-0,05298655;-0,09856932
6114;DEUT4455.JSON;DEUT4469.JSON;0,2205303598;0,0073529412;0,2753623188;0,4202898551;-0,01785714;-0,10493827
6115;DEUT4455.JSON;DEUT4470.JSON;0,1185969515;0;0,2830188679;0,4528301887;0,0351294;-0,03515996
6116;DEUT4455.JSON;DEUT4471.JSON;0,4788855572;0,013916501;0,2222222222;0,3222222222;-0,01785714;-0,08641975
6117;DEUT4455.JSON;DEUT4472.JSON;0,1799412794;0,0132275132;0,3076923077;0,5641025641;0,01462811;-0,04587783
6118;DEUT4455.JSON;DEUT4473.JSON;0,4491191904;0,0159453303;0,3;0,48;-0,01785714;-0,04676715
6119;DEUT4455.JSON;DEUT4474.JSON;0,4034232884;0,0159453303;0,28125;0,53125;0,00134644;0,03369852
6120;DEUT4455.JSON;DEUT4475.JSON;0,5426095546;0,025390625;0,2282608696;0,3043478261;0,06761466;0,12613378
6121;DEUT4455.JSON;DEUT4476.JSON;0,3656765367;0,0169902913;0,3043478261;0,5;-0,00036555;0,02261234
6122;DEUT4455.JSON;DEUT4477.JSON;0,4273175912;0,0145985401;0,3404255319;0,5106382979;-0,01785714;-0,0646687
6123;DEUT4455.JSON;DEUT4478.JSON;0,1939655172;0,0244565217;0,2647058824;0,5294117647;-0,01785714;-0,14197531
6124;DEUT4455.JSON;DEUT4479.JSON;0,4347669915;0,0018903592;0,2019230769;0,2788461538;-0,01785714;-0,04706151
6125;DEUT4455.JSON;DEUT4480.JSON;0,297462333;0,1782094595;0,2040816327;0,306122449;-0,01785714;-0,14197531
6126;DEUT4455.JSON;DEUT4481.JSON;0,4237724888;0,0123203285;0,1769911504;0,2389380531;-0,00264415;-0,0617284
6127;DEUT4455.JSON;DEUT4482.JSON;0,2737693653;0,0049627792;0,3863636364;0,6136363636;-0,01785714;-0,09259259
6128;DEUT4455.JSON;DEUT4483.JSON;0,4969568167;0,0746527778;0,2567567568;0,3918918919;-0,00264415;-0,0308642
6129;DEUT4455.JSON;DEUT4484.JSON;0,3336544323;0,1363636364;0,2277227723;0,2871287129;-0,03792587;-0,04938272
6130;DEUT4455.JSON;DEUT4485.JSON;0,3514805097;0,0151133501;0,3076923077;0,5641025641;0,037408;-0,05959915
6131;DEUT4455.JSON;DEUT4486.JSON;0,2649144178;0,0179948586;0,2820512821;0,5128205128;-0,06923527;-0,09876543
6132;DEUT4455.JSON;DEUT4487.JSON;0,3165917041;0;0,2702702703;0,4594594595;-0,05298655;-0,24074074
6133;DEUT4455.JSON;DEUT4488.JSON;0,4237412544;0,0096618357;0,2586206897;0,4310344828;-0,05298655;-0,24074074
6134;DEUT4455.JSON;DEUT4489.JSON;0,3087831084;0,0025773196;0,2432432432;0,4594594595;-0,06923527;-0,09259259
6135;DEUT4455.JSON;DEUT4490.JSON;0,4260838331;0,0164705882;0,2407407407;0,3888888889;-0,03571429;-0,14814815
6136;DEUT4455.JSON;DEUT4491.JSON;0,3072213893;0,012755102;0,2972972973;0,5675675676;-0,01785714;-0,08736081
6137;DEUT4455.JSON;DEUT4492.JSON;0,4229603948;0,0069444444;0,2586206897;0,3965517241;-0,03571429;-0,14814815
6138;DEUT4455.JSON;DEUT4493.JSON;0,4253029735;0,0164319249;0,2037037037;0,3703703704;-0,05298655;-0,24074074
