pair;A;B;ms;gar;interval;parson;shapeh;shapetime
1;DEUT4398.JSON;DEUT4398.JSON;1;1;1;1;0,97583589;6,5514
2;DEUT4398.JSON;DEUT4399.JSON;0,5719923372;0,146179402;0,2794117647;0,5294117647;-0,00139884;-0,0480226
3;DEUT4398.JSON;DEUT4400.JSON;0,6590038314;0,1160714286;0,2783505155;0,5360824742;0,01511714;0,04099355
4;DEUT4398.JSON;DEUT4401.JSON;0,3132950192;0,2766666667;0,2794117647;0,3676470588;-0,02486167;-0,13636364
5;DEUT4398.JSON;DEUT4402.JSON;0,4026436782;0,1066666667;0,25;0,6176470588;-0,02620206;-0,07758364
6;DEUT4398.JSON;DEUT4403.JSON;0,3018007663;0,0866666667;0,25;0,3823529412;-0,03800608;-0,1884058
7;DEUT4398.JSON;DEUT4404.JSON;0,4046360153;0,24;0,2794117647;0,3970588235;-0,02;0,06468782
8;DEUT4398.JSON;DEUT4405.JSON;0,2275478927;0,1578947368;0,25;0,4264705882;-0,01785714;-0,16666667
9;DEUT4398.JSON;DEUT4406.JSON;0,6560153257;0,0192926045;0,3088235294;0,4705882353;-0,02777778;-0,0952381
10;DEUT4398.JSON;DEUT4407.JSON;0,6689311594;0,2038043478;0,3296703297;0,5604395604;-0,02489196;-0,03844667
11;DEUT4398.JSON;DEUT4408.JSON;0,7277011494;0,0766666667;0,2058823529;0,6029411765;-0,00892857;-0,03706486
12;DEUT4398.JSON;DEUT4409.JSON;0,4473400635;0,0098684211;0,2647058824;0,5735294118;0,00682645;-0,02504073
13;DEUT4398.JSON;DEUT4410.JSON;0,7556336963;0,1710526316;0,2647058824;0,5441176471;-0,01960784;-0,04536708
14;DEUT4398.JSON;DEUT4411.JSON;0,3046743295;0,2066666667;0,1176470588;0,3529411765;-0,04545455;-0,08309499
15;DEUT4398.JSON;DEUT4412.JSON;0,4474329502;0,2450331126;0,3235294118;0,5441176471;0,02159821;-0,06672953
16;DEUT4398.JSON;DEUT4413.JSON;0,4311494253;0,0733333333;0,3088235294;0,6029411765;-0,01754386;-0,09142961
17;DEUT4398.JSON;DEUT4414.JSON;0,6358812261;0,11;0,3529411765;0,6470588235;0,00706185;0,02661637
18;DEUT4398.JSON;DEUT4415.JSON;0,1856321839;0,0149253731;0,3235294118;0,5735294118;-0,01021045;-0,03016175
19;DEUT4398.JSON;DEUT4416.JSON;0,5700766284;0,2417218543;0,2753623188;0,5797101449;-0,0094507;0,02491071
20;DEUT4398.JSON;DEUT4417.JSON;0,2558616525;0,008;0,3333333333;0,4772727273;0,00682645;-0,02542373
21;DEUT4398.JSON;DEUT4418.JSON;0,6381034483;0,3166666667;0,3088235294;0,4852941176;-0,03555994;-0,16666667
22;DEUT4398.JSON;DEUT4419.JSON;0,4691570881;0,0333333333;0,25;0,5588235294;0,00682645;-0,03499956
23;DEUT4398.JSON;DEUT4420.JSON;0,4691570881;0,03;0,2647058824;0,5588235294;0,00682645;-0,03499956
24;DEUT4398.JSON;DEUT4421.JSON;0,4046360153;0,1466666667;0,25;0,3676470588;-0,04347826;-0,1108527
25;DEUT4398.JSON;DEUT4422.JSON;0,5954597701;0,2233333333;0,3088235294;0,5;-0,02857143;-0,05725855
26;DEUT4398.JSON;DEUT4423.JSON;0,625;0,1525;0,2857142857;0,5595238095;-0,02455647;-0,03895219
27;DEUT4398.JSON;DEUT4424.JSON;0,1999233716;0,1282894737;0,2647058824;0,3676470588;0,01780814;-0,08230619
28;DEUT4398.JSON;DEUT4425.JSON;0,392183908;0,12;0,3529411765;0,5147058824;-0,00186512;-0,04166667
29;DEUT4398.JSON;DEUT4426.JSON;0,3532183908;0,2366666667;0,3676470588;0,5441176471;-0,01086957;-0,06296296
30;DEUT4398.JSON;DEUT4427.JSON;0,258697318;0,0132013201;0,3243243243;0,527027027;-0,02489196;-0,04382141
31;DEUT4398.JSON;DEUT4428.JSON;0,3027586207;0,1875;0,3529411765;0,5147058824;-0,02631579;-0,06274037
32;DEUT4398.JSON;DEUT4429.JSON;0,4453639847;0,09;0,2794117647;0,4117647059;0,03821221;-0,05909612
33;DEUT4398.JSON;DEUT4430.JSON;0,1513793103;0,0299003322;0,2794117647;0,4117647059;0,03821221;-0,02858759
34;DEUT4398.JSON;DEUT4431.JSON;0,4474329502;0,25;0,3823529412;0,4411764706;-0,00279768;-0,06185467
35;DEUT4398.JSON;DEUT4432.JSON;0,4046360153;0,2833333333;0,2352941176;0,4117647059;-0,05333991;-0,14768813
36;DEUT4398.JSON;DEUT4433.JSON;0,1988122605;0,0231788079;0,25;0,5882352941;-0,01;0,01055374
37;DEUT4398.JSON;DEUT4434.JSON;0,6548275862;0,1589403974;0,2790697674;0,5348837209;-0,01666667;-0,08133399
38;DEUT4398.JSON;DEUT4435.JSON;0,5477777778;0,1991247265;0,3382352941;0,5735294118;-0,00833333;-0,04537838
39;DEUT4398.JSON;DEUT4436.JSON;0,3979310345;0,24;0,2794117647;0,4411764706;-0,04814497;-0,05987654
40;DEUT4398.JSON;DEUT4437.JSON;0,4065517241;0,2483443709;0,4117647059;0,6176470588;0,03731578;0,16341157
41;DEUT4398.JSON;DEUT4438.JSON;0,572235434;0,0114285714;0,3529411765;0,6176470588;0,00819174;0,0309619
42;DEUT4398.JSON;DEUT4439.JSON;0,3126016591;0;0,3571428571;0,5595238095;-0,0094507;-0,03606212
43;DEUT4398.JSON;DEUT4440.JSON;0,6501724138;0,1059602649;0,3529411765;0,5588235294;-0,00152601;-0,03321825
44;DEUT4398.JSON;DEUT4441.JSON;0,3940996169;0,1866666667;0,3382352941;0,5294117647;-0,01315789;-0,06081081
45;DEUT4398.JSON;DEUT4442.JSON;0,364559387;0,1217105263;0,2794117647;0,5441176471;-0,03318928;-0,04142614
46;DEUT4398.JSON;DEUT4443.JSON;0,3703065134;0,1315789474;0,3235294118;0,5441176471;-0,02222222;-0,06142614
47;DEUT4398.JSON;DEUT4444.JSON;0,661637931;0,2239583333;0,3076923077;0,5384615385;-0,00833333;-0,03246281
48;DEUT4398.JSON;DEUT4445.JSON;0,2682758621;0,0231023102;0,3421052632;0,5263157895;0,00682645;-0,02542373
49;DEUT4398.JSON;DEUT4446.JSON;0,3902681992;0,1414473684;0,3088235294;0,5294117647;-0,0125;-0,07692308
50;DEUT4398.JSON;DEUT4447.JSON;0,7043869732;0,1933333333;0,2941176471;0,5294117647;-0,00909091;-0,03546862
51;DEUT4398.JSON;DEUT4448.JSON;0,6902478448;2,22044604925031E-16;0,3181818182;0,5909090909;-0,00833333;-0,02312919
52;DEUT4398.JSON;DEUT4449.JSON;0,6431842672;0,1614583333;0,3083333333;0,5;0,00682645;-0,0177631
53;DEUT4398.JSON;DEUT4450.JSON;0,6432142002;0,0598958333;0,3363636364;0,5545454545;0,00682645;-0,02135683
54;DEUT4398.JSON;DEUT4451.JSON;0,5719923372;0,201986755;0,2794117647;0,4852941176;-0,02439024;-0,07083333
55;DEUT4398.JSON;DEUT4452.JSON;0,3065900383;0,21;0,3235294118;0,5294117647;-0,00226839;-0,0462963
56;DEUT4398.JSON;DEUT4453.JSON;0,2475095785;0,1710526316;0,2941176471;0,4117647059;-0,05531547;-0,08778129
57;DEUT4398.JSON;DEUT4454.JSON;0,2503831418;0,1743421053;0,3088235294;0,4264705882;-0,00289415;-0,06547619
58;DEUT4398.JSON;DEUT4455.JSON;0,6043853073;0,0043763676;0,3088235294;0,4411764706;0,01462811;-0,05293999
59;DEUT4398.JSON;DEUT4456.JSON;0,1922605364;0,1066666667;0,2941176471;0,4117647059;0,0151699;-0,0696437
60;DEUT4398.JSON;DEUT4457.JSON;0,652972342;0,0338541667;0,3333333333;0,5268817204;-0,023604;-0,04586437
61;DEUT4398.JSON;DEUT4458.JSON;0,5193103448;0,0066006601;0,2647058824;0,5588235294;-0,02489196;-0,02120713
62;DEUT4398.JSON;DEUT4459.JSON;0,5666307471;0,1666666667;0,2666666667;0,52;-0,02489196;-0,03675732
63;DEUT4398.JSON;DEUT4460.JSON;0,6549808429;0,0099009901;0,3295454545;0,5340909091;-0,00833333;-0,05649718
64;DEUT4398.JSON;DEUT4461.JSON;0,527112069;0,0047058824;0,2721893491;0,3668639053;-0,00833333;-0,05649718
65;DEUT4398.JSON;DEUT4462.JSON;0,5825287356;0,1333333333;0,2647058824;0,5441176471;-0,02765773;-0,05543476
66;DEUT4398.JSON;DEUT4463.JSON;0,209348659;0,0627062706;0,4117647059;0,6029411765;0,00910194;-0,03409091
67;DEUT4398.JSON;DEUT4464.JSON;0,3759003831;0,1059602649;0,1428571429;0,5428571429;-0,01666667;-0,0476396
68;DEUT4398.JSON;DEUT4465.JSON;0,3385823755;0,0032786885;0,3414634146;0,5975609756;0,00682645;-0,01614719
69;DEUT4398.JSON;DEUT4466.JSON;0,2544740957;0,0036363636;0,34;0,55;-0,01666667;-0,03677179
70;DEUT4398.JSON;DEUT4467.JSON;0,5739846743;0,1677631579;0,3235294118;0,5882352941;-0,02567383;-0,06432108
71;DEUT4398.JSON;DEUT4468.JSON;0,3198467433;0,1546052632;0,2647058824;0,5735294118;-0,03197404;-0,06609677
72;DEUT4398.JSON;DEUT4469.JSON;0,3111494253;0,0528052805;0,3333333333;0,5797101449;-0,00833333;-0,01423778
73;DEUT4398.JSON;DEUT4470.JSON;0,1655172414;0,0099009901;0,3382352941;0,5735294118;-0,00980392;-0,04336162
74;DEUT4398.JSON;DEUT4471.JSON;0,641954023;0,0062305296;0,2555555556;0,5222222222;-0,01666667;-0,05084746
75;DEUT4398.JSON;DEUT4472.JSON;0,2503831418;0,1291390728;0,3529411765;0,5147058824;0,05143526;0,1160256
76;DEUT4398.JSON;DEUT4473.JSON;0,5729501916;0,2133333333;0,3088235294;0,5294117647;-0,01041667;0,02164113
77;DEUT4398.JSON;DEUT4474.JSON;0,5178544061;0,14;0,2352941176;0,4411764706;-0,03333333;-0,05374761
78;DEUT4398.JSON;DEUT4475.JSON;0,5191496049;0,0058252427;0,3260869565;0,4782608696;0,00682645;-0,01614719
79;DEUT4398.JSON;DEUT4476.JSON;0,4844827586;0,1513157895;0,3676470588;0,5441176471;0,0093088;-0,03488372
80;DEUT4398.JSON;DEUT4477.JSON;0,5892337165;0,2633333333;0,3676470588;0,5441176471;-0,02222222;-0,05385891
81;DEUT4398.JSON;DEUT4478.JSON;0,2522988506;0,15;0,3382352941;0,4411764706;-0,015625;-0,14516129
82;DEUT4398.JSON;DEUT4479.JSON;0,571302682;0;0,25;0,5096153846;-0,01666667;-0,03365085
83;DEUT4398.JSON;DEUT4480.JSON;0,2366321062;0;0,306122449;0,5204081633;-0,00833333;-0,03925763
84;DEUT4398.JSON;DEUT4481.JSON;0,6060344828;0,0164473684;0,3008849558;0,4778761062;-0,00139884;-0,01756727
85;DEUT4398.JSON;DEUT4482.JSON;0,364559387;0,1162790698;0,3970588235;0,5588235294;-0,02380952;-0,07723577
86;DEUT4398.JSON;DEUT4483.JSON;0,4634618455;0,0224913495;0,3378378378;0,5405405405;0,00682645;-0,02542373
87;DEUT4398.JSON;DEUT4484.JSON;0,2650426681;0,0358490566;0,3069306931;0,5148514851;-0,00963835;0,00027475
88;DEUT4398.JSON;DEUT4485.JSON;0,4503065134;0,26;0,2647058824;0,5147058824;-0,01351351;-0,01178501
89;DEUT4398.JSON;DEUT4486.JSON;0,3378927203;0,1133333333;0,3088235294;0,5147058824;-0,02857143;-0,09803922
90;DEUT4398.JSON;DEUT4487.JSON;0,3912260536;0,1677631579;0,2941176471;0,5;-0,04267193;-0,21078431
91;DEUT4398.JSON;DEUT4488.JSON;0,548045977;0,0164473684;0,2647058824;0,5882352941;-0,02666996;-0,13030303
92;DEUT4398.JSON;DEUT4489.JSON;0,3940996169;0,1395348837;0,2941176471;0,5147058824;-0,02857143;-0,09313725
93;DEUT4398.JSON;DEUT4490.JSON;0,5576245211;0,0953947368;0,25;0,6029411765;-0,01923077;-0,09150327
94;DEUT4398.JSON;DEUT4491.JSON;0,392183908;0,1125827815;0,2794117647;0,5;0,02838622;-0,08898261
95;DEUT4398.JSON;DEUT4492.JSON;0,5499616858;0,0328947368;0,2058823529;0,5588235294;-0,01785714;-0,08484848
96;DEUT4398.JSON;DEUT4493.JSON;0,5490038314;0,0822368421;0,25;0,6029411765;-0,02872149;-0,14052288
97;DEUT4398.JSON;DEUT4494.JSON;0,5422988506;0,0230263158;0,3088235294;0,5588235294;-0,02666996;-0,13030303
98;DEUT4398.JSON;DEUT4495.JSON;0,5368582375;0,0986842105;0,3088235294;0,5441176471;-0,01524987;-0,12745084
99;DEUT4398.JSON;DEUT4496.JSON;0,5413409962;0,0394736842;0,2205882353;0,6029411765;-0,01851852;-0,08805031
100;DEUT4398.JSON;DEUT4497.JSON;0,3893103448;0,1666666667;0,25;0,5;-0,0413634;-0,13333333
101;DEUT4398.JSON;DEUT4498.JSON;0,5490038314;0,0361842105;0,2794117647;0,5882352941;-0,02666996;-0,13030303
102;DEUT4398.JSON;DEUT4499.JSON;0,3931417625;0,18;0,2941176471;0,5;-0,04392699;-0,21419871
103;DEUT4398.JSON;DEUT4500.JSON;0,392183908;0,1414473684;0,2352941176;0,5147058824;-0,02857143;-0,1372549
104;DEUT4398.JSON;DEUT4501.JSON;0,351302682;0,2450331126;0,3529411765;0,5441176471;-0,03047995;-0,04234775
105;DEUT4398.JSON;DEUT4502.JSON;0,6380657328;0,1979166667;0,3513513514;0,5675675676;-0,02489196;-0,03445241
106;DEUT4398.JSON;DEUT4503.JSON;0,4065517241;0,3033333333;0,25;0,3529411765;-0,06788716;-0,09679486
107;DEUT4399.JSON;DEUT4398.JSON;0,5719923372;0,146179402;0,2794117647;0,5294117647;-0,00139884;-0,0480226
108;DEUT4399.JSON;DEUT4399.JSON;1;1;1;1;0,98541318;6,5514
109;DEUT4399.JSON;DEUT4400.JSON;0,5166940339;0,1513353116;0,2783505155;0,587628866;0,01443789;-0,02956989
110;DEUT4399.JSON;DEUT4401.JSON;0,4393857759;0,09375;0,2307692308;0,3538461538;-0,04347826;-0,12878788
111;DEUT4399.JSON;DEUT4402.JSON;0,5335249042;0;0,1538461538;0,5538461538;-0,00877193;-0,07738095
112;DEUT4399.JSON;DEUT4403.JSON;0,4363924808;0,109375;0,2461538462;0,4;-0,02083333;-0,18115942
113;DEUT4399.JSON;DEUT4404.JSON;0,5574113985;0,0625;0,2461538462;0,4;-0,05638349;-0,04480586
114;DEUT4399.JSON;DEUT4405.JSON;0,338332136;0,0564102564;0,2769230769;0,4153846154;-0,0503424;-0,07371092
115;DEUT4399.JSON;DEUT4406.JSON;0,5400185936;0,016025641;0,2461538462;0,4769230769;-0,02777778;-0,09047619
116;DEUT4399.JSON;DEUT4407.JSON;0,4721545477;0,1494565217;0,2967032967;0,5714285714;-0,00793651;-0,03389818
117;DEUT4399.JSON;DEUT4408.JSON;0,5723778736;0,009375;0,2461538462;0,6153846154;-0,0251712;0,01419551
118;DEUT4399.JSON;DEUT4409.JSON;0,2871956292;0,0115273775;0,2153846154;0,6;-0,00141975;-0,04098361
119;DEUT4399.JSON;DEUT4410.JSON;0,5422527223;0,1315789474;0,2307692308;0,5538461538;-0,01799894;0,01072808
120;DEUT4399.JSON;DEUT4411.JSON;0,4461206897;3,33066907387547E-16;0,1538461538;0,3692307692;-0,04545455;-0,13975011
121;DEUT4399.JSON;DEUT4412.JSON;0,606381705;0,041025641;0,3230769231;0,5384615385;-0,01086957;-0,0635276
122;DEUT4399.JSON;DEUT4413.JSON;0,5660320881;0,0141509434;0,2769230769;0,5846153846;-0,01754386;-0,125
123;DEUT4399.JSON;DEUT4414.JSON;0,638362069;0,0421455939;0,2307692308;0,5538461538;-0,00127649;-0,01139532
124;DEUT4399.JSON;DEUT4415.JSON;0,2885536398;0,0051546392;0,3076923077;0,5384615385;-0,03438017;-0,0625
125;DEUT4399.JSON;DEUT4416.JSON;0,6177562261;0;0,231884058;0,5652173913;-0,01587302;-0,0483871
126;DEUT4399.JSON;DEUT4417.JSON;0,1619398634;0;0,2272727273;0,4545454545;0,01443789;-0,01865906
127;DEUT4399.JSON;DEUT4418.JSON;0,5779054917;0;0,2307692308;0,4461538462;-0,01190476;-0,16260163
128;DEUT4399.JSON;DEUT4419.JSON;0,5805795019;0;0,2615384615;0,6153846154;-0,00121371;0,00028556
129;DEUT4399.JSON;DEUT4420.JSON;0,5871946839;0;0,2461538462;0,6;-0,00119413;0,00028087
130;DEUT4399.JSON;DEUT4421.JSON;0,5387033046;0,0097087379;0,2461538462;0,3846153846;-0,04347826;-0,13636364
131;DEUT4399.JSON;DEUT4422.JSON;0,6393378831;0,0039840637;0,2923076923;0,5538461538;-0,02857143;-0,0961822
132;DEUT4399.JSON;DEUT4423.JSON;0,413908046;0,0170212766;0,25;0,5476190476;-0,00793651;-0,04301075
133;DEUT4399.JSON;DEUT4424.JSON;0,3153735632;0,1354166667;0,2461538462;0,3384615385;-0,00321896;-0,07531189
134;DEUT4399.JSON;DEUT4425.JSON;0,5349616858;0;0,2923076923;0,4923076923;0,02021305;-0,03787879
135;DEUT4399.JSON;DEUT4426.JSON;0,4830579502;0,1041666667;0,3076923077;0,5384615385;-0,02197647;-0,04607237
136;DEUT4399.JSON;DEUT4427.JSON;0,3252215038;0,0142857143;0,2432432432;0,527027027;-0,00793651;-0,0483871
137;DEUT4399.JSON;DEUT4428.JSON;0,4348958333;0,0833333333;0,2769230769;0,4769230769;-0,02631579;-0,1036036
138;DEUT4399.JSON;DEUT4429.JSON;0,4976352969;0,0084388186;0,2153846154;0,4153846154;-0,01923077;-0,11011094
139;DEUT4399.JSON;DEUT4430.JSON;0,2245569923;0,0362694301;0,2153846154;0,4153846154;-0,01923077;-0,10646691
140;DEUT4399.JSON;DEUT4431.JSON;0,5853687739;0;0,3230769231;0,4615384615;0,03031957;0,01783218
141;DEUT4399.JSON;DEUT4432.JSON;0,5746228448;0,1145833333;0,2615384615;0,4153846154;-0,01785714;-0,16666667
142;DEUT4399.JSON;DEUT4433.JSON;0,2875059866;0,0048076923;0,2;0,5692307692;-0,02819174;-0,01246548
143;DEUT4399.JSON;DEUT4434.JSON;0,5439415709;0;0,2674418605;0,523255814;-0,01587302;-0,07795699
144;DEUT4399.JSON;DEUT4435.JSON;0,5729765326;0;0,1846153846;0,5384615385;-0,0223744;-0,02599636
145;DEUT4399.JSON;DEUT4436.JSON;0,5328364464;0;0,2307692308;0,4461538462;-0,01612903;-0,04894129
146;DEUT4399.JSON;DEUT4437.JSON;0,5290349617;0,046875;0,2307692308;0,5384615385;-0,00164569;-0,05666667
147;DEUT4399.JSON;DEUT4438.JSON;0,3670357709;0,0128913444;0,2307692308;0,5692307692;-0,00148072;0,00034966
148;DEUT4399.JSON;DEUT4439.JSON;0,1994754392;0,0118662352;0,2738095238;0,5357142857;-0,01587302;-0,0483871
149;DEUT4399.JSON;DEUT4440.JSON;0,5948503923;0;0,2615384615;0,5538461538;0,01653795;0,0034037
150;DEUT4399.JSON;DEUT4441.JSON;0,5439415709;0,0046296296;0,3230769231;0,5230769231;-0,0370944;-0,05630631
151;DEUT4399.JSON;DEUT4442.JSON;0,5142480843;0,0445544554;0,2153846154;0,5538461538;-0,01111111;-0,06818182
152;DEUT4399.JSON;DEUT4443.JSON;0,5173012452;0,0247524752;0,2307692308;0,5692307692;-0,02222222;-0,08712121
153;DEUT4399.JSON;DEUT4444.JSON;0,444998204;0,0051546392;0,2564102564;0,6025641026;-0,0223744;-0,04032258
154;DEUT4399.JSON;DEUT4445.JSON;0,374401341;0;0,2763157895;0,5131578947;0,01443789;-0,02150538
155;DEUT4399.JSON;DEUT4446.JSON;0,5223599138;0,05;0,2923076923;0,5230769231;-0,03523968;-0,0379477
156;DEUT4399.JSON;DEUT4447.JSON;0,624842852;0,0859375;0,2461538462;0,5538461538;-0,02562886;-0,0462963
157;DEUT4399.JSON;DEUT4448.JSON;0,5016702586;0,046875;0,25;0,5454545455;-0,0223744;-0,04032258
158;DEUT4399.JSON;DEUT4449.JSON;0,4274125958;0,0651041667;0,2333333333;0,4416666667;-0,00117518;-0,03494624
159;DEUT4399.JSON;DEUT4450.JSON;0,4408824234;0,0442708333;0,2272727273;0,5363636364;-0,00117518;-0,03494624
160;DEUT4399.JSON;DEUT4451.JSON;0,6662775383;0;0,2615384615;0,5538461538;-0,02439024;-0,06666667
161;DEUT4399.JSON;DEUT4452.JSON;0,4476173372;0,1979166667;0,2923076923;0,4923076923;0,02458344;-0,04166667
162;DEUT4399.JSON;DEUT4453.JSON;0,385237069;0,1041666667;0,2615384615;0,3846153846;-0,01851852;-0,08333333
163;DEUT4399.JSON;DEUT4454.JSON;0,3665289751;0,125;0,2615384615;0,4;0,03136507;-0,05952381
164;DEUT4399.JSON;DEUT4455.JSON;0,4167135182;0,0144329897;0,2307692308;0,3846153846;-0,00264415;-0,08024691
165;DEUT4399.JSON;DEUT4456.JSON;0,2809506705;0,0765306122;0,3076923077;0,4153846154;-0,00274208;-0,08333333
166;DEUT4399.JSON;DEUT4457.JSON;0,4431273946;0,0104166667;0,2580645161;0,5806451613;0,00754388;-0,04923788
167;DEUT4399.JSON;DEUT4458.JSON;0,5566930077;0;0,2089552239;0,552238806;-0,00806452;-0,02870853
168;DEUT4399.JSON;DEUT4459.JSON;0,3658764368;0,0520833333;0,2266666667;0,52;-0,00793651;-0,03389818
169;DEUT4399.JSON;DEUT4460.JSON;0,5305515645;0;0,2954545455;0,5340909091;-0,0223744;-0,03826945
170;DEUT4399.JSON;DEUT4461.JSON;0,3977442529;0;0,2189349112;0,3727810651;-0,0223744;-0,05107527
171;DEUT4399.JSON;DEUT4462.JSON;0,5999161877;0;0,2153846154;0,6153846154;-0,00925926;-0,06696901
172;DEUT4399.JSON;DEUT4463.JSON;0,2941810345;0,0255102041;0,2769230769;0,5692307692;0,02021305;-0,03030303
173;DEUT4399.JSON;DEUT4464.JSON;0,5088302203;0;0,2;0,5142857143;-0,01587302;-0,07258065
174;DEUT4399.JSON;DEUT4465.JSON;0,4223239943;0;0,256097561;0,5609756098;-0,00117518;-0,03494624
175;DEUT4399.JSON;DEUT4466.JSON;0,1570581897;0,0101867572;0,26;0,5;-0,01587302;-0,03389818
176;DEUT4399.JSON;DEUT4467.JSON;0,6757662835;0,0088105727;0,2153846154;0,5230769231;-0,00862069;-0,08187135
177;DEUT4399.JSON;DEUT4468.JSON;0,4689295977;0,0084745763;0,2;0,5076923077;-0,01136364;-0,09302326
178;DEUT4399.JSON;DEUT4469.JSON;0,4151999521;0,0093023256;0,231884058;0,5217391304;-0,0168424;-0,03783449
179;DEUT4399.JSON;DEUT4470.JSON;0,223539272;0,0097087379;0,2461538462;0,5384615385;-0,02763896;-0,04172262
180;DEUT4399.JSON;DEUT4471.JSON;0,5948036398;0;0,2666666667;0,5444444444;-0,01587302;-0,04569892
181;DEUT4399.JSON;DEUT4472.JSON;0,3515625;0,0155440415;0,2461538462;0,5076923077;-0,00226839;-0,07843134
182;DEUT4399.JSON;DEUT4473.JSON;0,6206896552;0,017167382;0,2769230769;0,6307692308;-0,0293664;-0,01027376
183;DEUT4399.JSON;DEUT4474.JSON;0,6513110632;0,008;0,2923076923;0,4461538462;-0,03333333;-0,13218391
184;DEUT4399.JSON;DEUT4475.JSON;0,3345905172;0;0,2608695652;0,4565217391;-0,00117518;-0,033444
185;DEUT4399.JSON;DEUT4476.JSON;0,5767780172;0;0,3076923077;0,5692307692;0,02067244;-0,03100775
186;DEUT4399.JSON;DEUT4477.JSON;0,6458333333;0,038961039;0,3384615385;0,6;-0,02222222;-0,01855
187;DEUT4399.JSON;DEUT4478.JSON;0,3717672414;0,0729166667;0,2461538462;0,4461538462;-0,0440496;-0,06811557
188;DEUT4399.JSON;DEUT4479.JSON;0,5655890805;0;0,2307692308;0,5;-0,01587302;-0,00241183
189;DEUT4399.JSON;DEUT4480.JSON;0,149056384;0,0139116203;0,2755102041;0,5102040816;-0,01479532;-0,04943506
190;DEUT4399.JSON;DEUT4481.JSON;0,5978687739;0,0205479452;0,2566371681;0,5044247788;0,01443789;-0,01058983
191;DEUT4399.JSON;DEUT4482.JSON;0,4866199713;0,0147783251;0,2769230769;0,5384615385;-0,02380952;-0,07317073
192;DEUT4399.JSON;DEUT4483.JSON;0,2886833493;0;0,2567567568;0,5945945946;0,01443789;-0,02134723
193;DEUT4399.JSON;DEUT4484.JSON;0,1682122954;0,012229539;0,2376237624;0,5247524752;-0,00124287;-0,02956989
194;DEUT4399.JSON;DEUT4485.JSON;0,5900981801;0,0357142857;0,2461538462;0,5076923077;-0,03809695;-0,06944444
195;DEUT4399.JSON;DEUT4486.JSON;0,4816211686;0,0495049505;0,2307692308;0,5384615385;-0,02857143;0,02664771
196;DEUT4399.JSON;DEUT4487.JSON;0,5424449234;0;0,2307692308;0,4923076923;-0,01428571;-0,20588235
197;DEUT4399.JSON;DEUT4488.JSON;0,5985991379;0,0321285141;0,2307692308;0,6461538462;-0,00892857;-0,12727273
198;DEUT4399.JSON;DEUT4489.JSON;0,5364583333;0,0520833333;0,2307692308;0,4769230769;-0,02857143;-0,08823529
199;DEUT4399.JSON;DEUT4490.JSON;0,6335308908;0,0347826087;0,2461538462;0,6615384615;-0,01923077;-0,08823529
200;DEUT4399.JSON;DEUT4491.JSON;0,5274784483;0,0087336245;0,2615384615;0,5230769231;-0,01428571;-0,08408065
201;DEUT4399.JSON;DEUT4492.JSON;0,6149425287;0;0,2153846154;0,6461538462;-0,01785714;-0,08181818
202;DEUT4399.JSON;DEUT4493.JSON;0,6097641284;0,0240963855;0,2615384615;0,6461538462;-0,00961538;-0,1372549
203;DEUT4399.JSON;DEUT4494.JSON;0,5775862069;0;0,2923076923;0,5692307692;-0,00892857;-0,12727273
204;DEUT4399.JSON;DEUT4495.JSON;0,6619073276;0,0133333333;0,2923076923;0,5384615385;-0,01315789;-0,12612613
205;DEUT4399.JSON;DEUT4496.JSON;0,558309387;0;0,2307692308;0,6615384615;-0,01851852;-0,08490566
206;DEUT4399.JSON;DEUT4497.JSON;0,5686362548;0,0336538462;0,2461538462;0,4923076923;-0,01388889;-0,12857143
207;DEUT4399.JSON;DEUT4498.JSON;0,589559387;1,11022302462516E-16;0,2615384615;0,6615384615;-0,00892857;-0,12727273
208;DEUT4399.JSON;DEUT4499.JSON;0,5611530172;0,1145833333;0,2615384615;0,4769230769;-0,01470588;-0,21212121
209;DEUT4399.JSON;DEUT4500.JSON;0,5650143678;0,041025641;0,2153846154;0,5230769231;-0,02857143;-0,13235294
210;DEUT4399.JSON;DEUT4501.JSON;0,4965277778;0,1041666667;0,2307692308;0,4615384615;-0,01020408;-0,03887553
211;DEUT4399.JSON;DEUT4502.JSON;0,4356441571;0;0,2432432432;0,5540540541;-0,00793651;-0,03009718
212;DEUT4399.JSON;DEUT4503.JSON;0,5686362548;0,025;0,2307692308;0,3538461538;-0,02272727;-0,08885835
213;DEUT4400.JSON;DEUT4398.JSON;0,6590038314;0,1160714286;0,2783505155;0,5360824742;0,01511714;0,04099355
214;DEUT4400.JSON;DEUT4399.JSON;0,5166940339;0,1513353116;0,2783505155;0,587628866;0,01443789;-0,02956989
215;DEUT4400.JSON;DEUT4400.JSON;1;1;1;1;0,98084754;6,5514
216;DEUT4400.JSON;DEUT4401.JSON;0,2737411056;0,193452381;0,1855670103;0,2474226804;-0,04347826;-0,02952424
217;DEUT4400.JSON;DEUT4402.JSON;0,3612137384;0,0982142857;0,2783505155;0,4845360825;-0,00877193;-0,03510326
218;DEUT4400.JSON;DEUT4403.JSON;0,2763067871;0,1696428571;0,2164948454;0,2680412371;0,04470886;0,11841437
219;DEUT4400.JSON;DEUT4404.JSON;0,3672687466;0,2172619048;0,2371134021;0,2783505155;-0,07634255;-0,10404875
